,breakfast_calories,morning snacks_calories,afternoon snacks_calories,lunch_calories,dinner_calories,breakfast_time,morning snacks_time,afternoon snacks_time,lunch_time,dinner_time,breakfast,morning snacks,afternoon snacks,lunch,dinner,userId
0,300.0,120.0,0.0,400.0,350.0,6.349998605310504,8.210027994033991,,12.747007032608286,20.750571921056526, Banana Pancakes, Fruit Salsa with Cinnamon Chips,N/A, Lentil and Spinach Pasta," Veggie Paella - 350 calories/portion, 4 portions, Origin",roberta38e
1,150.0,100.0,0.0,300.0,350.0,10.046283108508998,8.52654404857731,,13.073408895089175,19.21767853303598, Fruit Salad, Fresh Fruit Salad,N/A, Vegan Thai Yellow Curry," Vegan Cauliflower Fried Rice - 350 calories per portion, 4 portions, None, China
",roberta38e
2,350.0,100.0,0.0,120.0,350.0,9.001297229782987,9.049157645666366,,12.205625240868633,19.937084080574596, Coconut Chia Pudding, Vegetable Crudité with Hummus,N/A," Caprese Salad - 120kcals per portion, 2 portions, contains dairy (Italy)
"," Eggplant Parmesan - 350 calories per portion, 4 portions, contains gluten and dairy (Italy)
",roberta38e
3,200.0,100.0,0.0,420.0,150.0,6.462696372870153,9.833370547762044,,12.752461349251622,20.852474946718498, Vegan Scones - 200 calories per portion | 2 portions | Contains gluten | Origin, Roasted Pumpkin Seeds,N/A," Butternut Squash Risotto - 420kcals per portion, 2 portions, contains dairy (Italy)
", Veggie Stir-Fry,roberta38e
4,350.0,120.0,0.0,120.0,400.0,7.692923066425752,10.467827363156426,,11.552387732580023,19.30672047960278, Vegan Breakfast Polenta - 350 calories per portion | 1 portion | None | Origin, Veggie Fritters,N/A," Caprese Salad - 120kcals per portion, 2 portions, contains dairy (Italy)
"," Veggie Enchilada Casserole - 400 calories/portion, 4 portions, Origin",roberta38e
5,250.0,350.0,0.0,120.0,400.0,7.593159251939578,9.749769609231736,,13.704757835497338,20.08122426986771, Tropical Green Smoothie, Cinnamon Raisin Bagel with Cream Cheese,N/A," Caprese Salad - 120kcals per portion, 2 portions, contains dairy (Italy)
"," Vegan Shepherd's Pie (400 calories/portion, 4 portions) - United Kingdom
",roberta38e
6,400.0,180.0,0.0,180.0,300.0,7.910671688768466,9.887730672692907,,12.682028285708906,21.162048588606996, Aloo Paratha (Potato Stuffed Flatbread), Vegan Banana Nut Bread,N/A," Greek Salad - 180kcals per portion, 2 portions, contains dairy (Greece)
", Vegetable Biryani,roberta38e
7,350.0,70.0,0.0,400.0,350.0,6.959535826316478,9.461887919336222,,14.05951364590601,18.153266715750856, Vegan Breakfast Pizza - 350 calories per portion | 1 portion | Contains gluten | Origin, Fresh Fruit Salad,N/A," Moroccan Vegetable Tagine
Total calories per portion", Vegan Paella,roberta38e
8,400.0,80.0,0.0,250.0,300.0,8.393759021843609,11.074076202639331,,12.336201235513537,19.767689832563867, Vegan Breakfast Skillet, Cheesy Popcorn,N/A, Vegan Mushroom and Spinach Lasagna," Greek Spinach and Feta Pie - 300 calories/portion, 4 portions, contains gluten and dairy (Greece)
",roberta38e
9,300.0,250.0,0.0,120.0,300.0,7.6271537276348855,9.384777913091433,,12.1334645103534,20.51091253027023, Vegan Blueberry Muffins - 300 calories per portion | 1 portion | Contains gluten | Origin, Spinach and Feta Pita Pockets,N/A," Caprese Salad - 120kcals per portion, 2 portions, contains dairy (Italy)
"," Vegan Baked Falafel - 300 calories per portion, 3 portions, may contain gluten",roberta38e
0,0.0,0.0,0.0,250.0,300.0,,,,9.974478714234976,19.45249943617037,N/A,N/A,N/A, Vegan Cuban Black Bean Soup, Chickpea Curry,dawn962d
1,0.0,0.0,0.0,150.0,250.0,,,,12.173656891239537,21.117413546597444,N/A,N/A,N/A, Ratatouille," Moroccan Lentil Salad - 250 calories per portion, 4 portions, None, Morocco
",dawn962d
2,0.0,0.0,0.0,300.0,200.0,,,,12.567040307280932,19.269183754291923,N/A,N/A,N/A, Vegan Pad Thai, Ratatouille,dawn962d
3,0.0,0.0,0.0,300.0,250.0,,,,12.408961402170114,19.147444567775175,N/A,N/A,N/A," Quinoa Tabbouleh Salad
Total calories per portion", Lentil Tacos,dawn962d
4,0.0,0.0,0.0,200.0,350.0,,,,12.073091135553177,20.15809730285232,N/A,N/A,N/A, Vegan Creamy Broccoli Soup, Chana Masala,dawn962d
5,0.0,0.0,0.0,300.0,119.0,,,,12.327964202781342,21.47455183602051,N/A,N/A,N/A," Vegan Sushi Rolls
Total calories per portion", Vegan Gazpacho,dawn962d
6,0.0,0.0,0.0,150.0,300.0,,,,12.713281467984796,20.81554712863067,N/A,N/A,N/A, Tomato Basil Soup, Vegan Tofu Scramble,dawn962d
7,0.0,0.0,0.0,300.0,250.0,,,,12.103444670764144,18.668813934537035,N/A,N/A,N/A, Zucchini Noodles with Pesto, Vegan Tacos,dawn962d
8,0.0,0.0,0.0,450.0,305.0,,,,13.449940186335244,19.323743760278813,N/A,N/A,N/A," Vegan Mac and Cheese
Total calories per portion", Vegan Pho,dawn962d
9,0.0,0.0,0.0,350.0,288.0,,,,13.485396730619918,19.91376320192456,N/A,N/A,N/A," Vegan Moroccan Chickpea Salad
Total calories per portion", Chickpea and Vegetable Curry,dawn962d
0,400.0,80.0,400.0,150.0,300.0,7.23702078872316,8.534523185587386,16.890523583717897,13.415905575330061,19.134294457872315, Vegan Breakfast Stuffed Peppers - 400 calories per portion | 1 portion | None | Origin, Stuffed Dates, Vegan Japanese Mochi, Tomato Basil Soup, Lentil Meatballs in Marinara Sauce,briana458
1,300.0,90.0,480.0,150.0,400.0,9.150783937740885,11.210839294028766,15.179403929558102,14.84101654216004,20.358961001061218, Vegan Breakfast Potato Hash - 300 calories per portion | 1 portion | None | Origin, Quinoa Energy Bites, Vegan Lentil Burgers, Cabbage Stir-Fry, Jackfruit BBQ Sandwich,briana458
2,70.0,300.0,150.0,450.0,300.0,8.773765872647193,7.905624798076339,16.000030868818868,12.732558982032549,21.02101719547962, Fruit Salad, Healthy Veggie Nachos," Vegan Zucchini Fritters with Vegan Sour Cream - 150 kcals per portion, 4 portions, no allergic warnings, origin"," Vegan Mushroom and Spinach Pasta
Total calories per portion"," Thai Curry Noodle Soup - 300 calories per portion, 4 portions, None, Thailand
",briana458
3,350.0,200.0,100.0,400.0,213.0,8.98941858623108,11.120288770574462,14.060362620421763,12.644819681134521,19.04964755033944, Vegan Vegetable Frittata - 350 calories per portion | 1 portion | None | Origin, Vegan Spinach and Mushroom Mini Quiches," Vegan Energy Balls - 100 kcals per portion, 4 portions, no allergic warnings, origin"," Thai Coconut Curry Noodles
Total calories per portion", Lentil Soup,briana458
4,300.0,250.0,280.0,350.0,350.0,5.83057690303609,9.315696205898895,15.214839179661103,13.415271274827388,17.296022664430833, Vegan Almond Butter Toast - 300 calories per portion | 1 portion | Contains nuts | Origin, Fruit and Nut Yogurt Bowl, Baked Tofu Nuggets, Vegan Curry Fried Rice, Ratatouille Pizza,briana458
5,150.0,220.0,160.0,350.0,250.0,8.902282343383995,8.112158361518466,14.989065972686792,12.841796514158602,21.323065126028776, Vegan Egg Muffins - 150 calories per portion | 2 portions | None | Origin, Vegan Apple Cinnamon Muesli," Vegan Spinach and Artichoke Stuffed Breadsticks - 160 kcals per portion, 4 portions, no allergic warnings, origin"," Vegan Moroccan Chickpea Salad
Total calories per portion"," Moroccan Chickpea Pancakes (250 calories/portion, 4 portions) - Morocco
",briana458
6,400.0,80.0,150.0,350.0,300.0,7.363552688296463,10.866086552762223,16.3105618542201,12.785177909550749,20.19253127818294, Vegan Breakfast Quiche - 400 calories per portion | 1 portion | Contains gluten | Origin, Fruit Salad," Caponata Bruschetta - 150 kcals per portion, 4 portions, no allergic warnings, origin"," Vegan Moroccan Chickpea Salad
Total calories per portion"," Lentil Curry - 300 calories per portion, 4 portions, Gluten (optional), India
",briana458
7,400.0,280.0,150.0,150.0,250.0,7.834936886993698,9.167194666818952,14.215446389293405,13.898317573341451,18.37145589344839, Vegan Peanut Butter Banana Wrap - 400 calories per portion | 1 portion | Contains nuts | Origin, Vegan Scones," Vegan Zucchini Fritters with Vegan Sour Cream - 150 kcals per portion, 4 portions, no allergic warnings, origin", Cabbage Stir-Fry, Tofu Stir-Fry,briana458
8,200.0,400.0,120.0,300.0,200.0,10.373533000873017,8.762010072164838,16.324722578248412,11.521395172176977,19.064885295343377, Vegan Matcha Chia Pudding - 200 calories per portion | 1 portion | None | Origin, Acai Bowl," Vegan Avocado Toast - 120 kcals per portion, 4 portions, allergic warning (avocado), origin", Chickpea Spinach Stew, Vegan Bibimbap,briana458
9,400.0,250.0,100.0,350.0,208.0,9.418709036548687,11.65853181278464,14.802046120596913,11.116607605903454,18.94196240914797, Vegan Breakfast Sushi - 400 calories per portion | 1 portion | Contains soy | Origin, Overnight Quinoa Bowl," Vegan Chocolate Covered Strawberries - 100 kcals per portion, 4 portions, no allergic warnings, origin"," Vegetable Stir-Fry with Tofu
Total calories per portion", Spinach and Mushroom Quesadillas,briana458
0,250.0,200.0,0.0,20.0,280.0,7.798728132165898,10.406858429602577,,11.553336192914303,20.93405833812302, Vegan Overnight Chia Pudding - 250 calories per portion | 2 portions | None | Origin, Tofu Scramble,N/A, Moroccan Mint Tea," Beef and Broccoli Stir-Fry - 280 calories per portion, 4 portions, contains gluten (soy sauce), Origin",carl8603
1,350.0,200.0,0.0,20.0,301.0,8.167905984664216,11.0390027059367,,13.250294427007272,19.136132166322326, Vegan Spinach and Mushroom Quiche - 350 calories per portion | 1 portion | Contains gluten | Origin, Sweet Potato Fritters,N/A, Moroccan Mint Tea, Vegan Gnocchi,carl8603
2,350.0,50.0,0.0,20.0,200.0,9.487243048200705,9.896474595936006,,13.202010485904623,20.818562855292576, Sweet Potato and Spinach Breakfast Hash," Homemade Fruit Popsicles - 50kcals per portion, 2 portions
    Origin",N/A, Moroccan Mint Tea, Ratatouille,carl8603
3,250.0,50.0,0.0,150.0,220.0,6.978095153287892,9.811719696829106,,13.55560348270641,19.114327114467528, Avocado Toast," Homemade Fruit Popsicles - 50kcals per portion, 2 portions
    Origin",N/A, Tomato Basil Soup," Shrimp Stir-Fry with Vegetables - 220 calories per portion, 4 portions, contains shellfish, Origin",carl8603
4,200.0,160.0,0.0,120.0,250.0,7.575703753992739,10.691526177447876,,13.928831601886802,20.331365816305265, Tofu Scramble, Roasted Chickpeas,N/A," Greek Salad - 120kcals per portion, 4 portions, lactose-free, Greece
"," Falafel - 250 calories per portion, 4 portions, Gluten, Middle East

",carl8603
5,250.0,250.0,0.0,200.0,250.0,9.142830808311212,8.864228870757032,,13.425988865873231,20.849250300886677, Stuffed French Toast, Cottage Cheese Pancakes with Blueberries,N/A, Italian Minestrone Soup," Greek Vegan Gigantes (250 calories/portion, 4 portions) - Greece
",carl8603
6,250.0,200.0,0.0,650.0,80.0,8.708637936566353,10.066206269955632,,13.814239305308321,20.439908986888348, Vegan Breakfast Sausage, Tofu Scramble,N/A, Chickpea Curry," Spinach and feta stuffed mushrooms - 80 calories per portion, 6 portions, contains dairy (Greece)
",carl8603
7,250.0,300.0,0.0,350.0,250.0,8.134017241186903,8.931644792130502,,13.731589569824074,18.877602737682874, Quinoa Porridge, Coconut Chia Pudding with Mixed Berries,N/A, Black bean and corn salad with avocado dressing," Moroccan Lentil Salad - 250 calories per portion, 4 portions, None, Morocco
",carl8603
8,400.0,100.0,0.0,20.0,300.0,8.330266412996927,9.506066162455665,,13.307366076280676,21.161616512948516, Turkish Poached Eggs with Yogurt, Vegetable Crudité with Hummus,N/A, Moroccan Mint Tea, Mediterranean Stuffed Eggplant,carl8603
9,250.0,50.0,0.0,20.0,270.0,8.762674921544521,10.01196667059362,,13.836871053277534,19.7652349771308, Vegan Cinnamon Rolls," Homemade Fruit Popsicles - 50kcals per portion, 2 portions
    Origin",N/A, Moroccan Mint Tea, Mexican Quinoa Bowl,carl8603
0,200.0,80.0,0.0,220.0,250.0,9.014352654901971,11.077982038829179,,11.845218813227937,20.634906117890292, Apple Cinnamon Porridge, Hard-Boiled Eggs,N/A, Caprese stuffed avocados," Black bean and corn salad with lime dressing – 250 calories per portion, 4 portions, vegan-friendly (origin",josephb791
1,250.0,100.0,0.0,350.0,350.0,9.099009588098594,10.586649361421294,,12.017765638553009,19.110219546670475, Smoothie Bowl, Watermelon Fruit Pizza,N/A," Cauliflower Fried Rice - 350kcals per portion, 3 portions, no allergies
"," Baked salmon with roasted vegetables – 350 calories per portion, 4 portions, contains fish
",josephb791
