,breakfast_calories,morning snacks_calories,afternoon snacks_calories,lunch_calories,dinner_calories,breakfast,morning snacks,afternoon snacks,lunch,dinner
1,380.0,350.0,180.0,300.0,250.0," Baked avocado eggs with bacon (380 calories per portion, 2 portions, contains eggs, American origin)
"," Falafel with Tahini Sauce - 350 calories per portion, 4 portions, vegetarian, Middle Eastern
", Mini cauliflower pizza bites, Minestrone soup," Black bean and corn salad with lime dressing – 250 calories per portion, 4 portions, vegan-friendly (origin"
2,320.0,350.0,300.0,400.0,200.0," Artichoke and feta tart (320 calories per portion, 2 portions, contains dairy, Greek origin)
"," Greek Grilled Halloumi Salad (350 calories per portion, serves 2, contains dairy, origin", Mini black bean and cheese quesadillas, Greek-style stuffed zucchini with ground turkey and feta," Cucumber, tomato, and red onion salad – 200 calories per portion, 4 portions, vegan-friendly
"
3,300.0,250.0,200.0,350.0,250.0," Almond butter and banana toast (300 calories per portion, 2 portions, contains nuts, American origin)
"," Cauliflower Rice Stir-Fry - 250 calories
    - Total portions", Greek salad," Mexican Chicken Tortilla Soup (350 calories per portion, serves 4, contains gluten and dairy, origin"," Borscht with sour cream – 250 calories per portion, 6 portions, contains dairy (origin"
4,250.0,350.0,160.0,300.0,250.0," Blueberry almond muffins (250 calories per portion, 2 portions, contains nuts, American origin)
"," Mexican Rice Bowl with Guacamole - 350kcals per portion, 2 portions, nut-free, Mexico
"," Cucumber Bites with Herbed Cream Cheese - 160 kcals per portion, 4 portions, contains dairy (Various)"," Lentil and Vegetable Curry - 300 calories
    - Total portions"," Quinoa salad with roasted butternut squash – 250 calories per portion, 4 portions, gluten-free, vegan-friendly
"
5,380.0,350.0,250.0,300.0,280.0," Greek-style baked eggs with spinach and feta (380 calories per portion, 2 portions, nut-free, Greek origin)
", Mediterranean vegetable and feta quiche," Cheese Puffs - 250 kcals per portion, 2 portions, contains gluten, dairy (France)"," Stuffed Zucchini Boats - 300kcals per portion, 3 portions, gluten-free, International
"," Stuffed portobello mushrooms with spinach and feta – 280 calories per portion, 3 portions, vegetarian-friendly
"
6,300.0,450.0,160.0,400.0,250.0," Blueberry almond smoothie (300 calories per portion, 2 portions, contains nuts, American origin)
", Greek lamb kebabs with tzatziki sauce," Salsa Verde Hummus with Pita Chips - 160 kcals per portion, 4 portions, contains gluten (Various)"," Israeli Shakshuka Pizza - 400 calories per portion, 2 portions, contains dairy, Israeli
"," Quinoa salad with roasted butternut squash – 250 calories per portion, 4 portions, gluten-free, vegan-friendly
"
7,280.0,500.0,180.0,350.0,200.0," Cinnamon raisin oatmeal with apples (280 calories per portion, 2 portions, nut-free, American origin)
"," Thai Basil Beef Stir-Fry - 500 calories
    - Total portions"," Tuna Salad Lettuce Wraps - 180 kcals per portion, 2 portions, contains fish (USA)"," Japanese Sushi Rolls - 350 calories per portion, 6 pieces, contains fish, Japanese

"," Miso soup with tofu and seaweed – 200 calories per portion, 6 portions, vegan-friendly (origin"
8,350.0,300.0,150.0,350.0,250.0," Veggie sausage and hash browns (350 calories per portion, 2 portions, contains soy, American origin)
"," Vegan Sweet Potato and Black Bean Chili (300 calories per portion, serves 6, contains legumes, origin", Caprese skewers," Greek Spinach Pie - 350kcals per portion, 2 portions, nut-free, Greece
"," Black bean and corn salad with lime dressing – 250 calories per portion, 4 portions, vegan-friendly (origin"
9,380.0,300.0,200.0,400.0,250.0," Pancake roll-ups filled with peanut butter and bananas (380 calories per portion, 2 portions, contains nuts, American origin)
"," Cauliflower Fried Rice - 300 calories per portion, 4 portions, vegetarian, Chinese
", Greek yogurt and honey with walnuts," Israeli Falafel with Tabbouleh - 400 calories per portion, 2 portions, vegetarian, Israeli
"," Quinoa salad with roasted butternut squash – 250 calories per portion, 4 portions, gluten-free, vegan-friendly
"
10,350.0,400.0,180.0,150.0,250.0," Greek yogurt and berry parfait (350 calories per portion, 2 portions, contains dairy, Greek origin)
"," Israeli Falafel with Pickled Veggies - 400 calories per portion, 2 portions, vegetarian, Israeli
", Mini mushroom and spinach quiches, Butternut squash soup," Black bean and corn salad with lime dressing – 250 calories per portion, 4 portions, vegan-friendly (origin"
