,breakfast_calories,morning snacks_calories,afternoon snacks_calories,lunch_calories,dinner_calories,breakfast,morning snacks,afternoon snacks,lunch,dinner
1,300.0,250.0,150.0,100.0,200.0, Vegan Blueberry Muffins, Stuffed Tomatoes with Couscous, Stuffed mushrooms with cream cheese and bacon, Israeli salad, Stuffed Zucchini Boats
2,200.0,160.0,150.0,100.0,200.0, Vegan Breakfast Enchiladas, Vegetable and cream cheese pinwheels," Energy Balls (Dates, Nuts, and Coconut)", Israeli salad," Greek-style stuffed zucchini - 200 calories per portion, 4 portions, none (Greece)
"
3,280.0,230.0,180.0,20.0,200.0," Cinnamon raisin oatmeal with apples (280 calories per portion, 2 portions, nut-free, American origin)
", Veggie Quesadillas, Greek Tzatziki with Pita Bread, Moroccan Mint Tea, Lentil Soup
4,300.0,200.0,220.0,20.0,150.0, Vegan Mango Turmeric Smoothie Bowl - 300 calories per portion | 1 portion | None | Origin," Mini Caprese Sandwiches - 200kcals per portion, 1 portion
    Origin", Roasted red pepper and feta dip with crackers, Moroccan Mint Tea," Lentil Soup - 150 calories per portion, 6 portions, None, Various
"
5,300.0,250.0,320.0,20.0,200.0, Acai Bowl, Apple Cinnamon Oatmeal, Vegan Mediterranean Flatbread Pizza, Moroccan Mint Tea," Greek-style stuffed zucchini - 200 calories per portion, 4 portions, none (Greece)
"
6,160.0,180.0,200.0,20.0,200.0," Scrambled eggs with spinach and feta (160 calories per portion, 2 portions, contains dairy, Greek origin)
", Antipasto Skewers, Green smoothie bowl, Moroccan Mint Tea," Quinoa Salad - 200 calories per portion, 2 portions, may contain nuts"
7,300.0,190.0,150.0,100.0,180.0, Vegan Oatmeal Raisin Cookies, Pumpkin Oatmeal Muffins, Beet and Goat Cheese Salad, Israeli salad," Ratatouille - 180kcals per portion, 4 portions, vegan (France)
"
8,400.0,250.0,150.0,100.0,180.0," Indian dosa with coconut chutney - 400 calories per portion, 2 portions, contains gluten, origin", Blueberry and Almond Butter Smoothie Bowl," Stuffed Mini Bell Peppers - 150 kcals per portion, 4 portions, gluten-free (Various)", Israeli salad, Vegan Ratatouille
9,400.0,300.0,120.0,100.0,200.0," Algerian msemen (pan fried dough) with honey - 400 calories per portion, 2 portions, contains gluten, origin", Baked Ham and Cheese Pinwheels - Approx, Greek tomato and feta dip with pita chips, Israeli salad, Stuffed Mushrooms
10,200.0,200.0,300.0,20.0,200.0, Vegan Green Smoothie - 200 calories per portion | 2 portions | None | Origin," Mango Banana Smoothie - 200kcals per portion, 1 portion
    Origin", Tortilla Española, Moroccan Mint Tea, Ratatouille
