,breakfast_calories,morning snacks_calories,afternoon snacks_calories,lunch_calories,dinner_calories,breakfast,morning snacks,afternoon snacks,lunch,dinner
1,300.0,70.0,230.0,20.0,250.0, Banana Oat Pancakes, Fresh Fruit Salad, Peanut Butter and Banana Wrap, Moroccan Mint Tea, Tofu Stir-Fry
2,450.0,50.0,540.0,20.0,300.0, Vegan Breakfast Muffuletta, Baked Apple Chips - Approx, Stuffed Bell Peppers, Moroccan Mint Tea, Falafel with Tzatziki Sauce
3,350.0,50.0,180.0,100.0,480.0, Blueberry Muffins," Homemade Fruit Popsicles - 50kcals per portion, 2 portions
    Origin", Cranberry Orange Muffins, Israeli salad," Lemon herb grilled chicken with roasted vegetables – 480 calories per portion, 3 portions, contains poultry
"
4,400.0,50.0,160.0,100.0,300.0," Turkish acma (soft bread rings) with feta cheese - 400 calories per portion, 2 portions, contains gluten and dairy, origin"," Fruit Salad - 50kcals per portion, 2 portions
   Origin", Roasted Sweet Potato Slices, Israeli salad, Mediterranean Lentil Salad
5,250.0,70.0,140.0,20.0,260.0, Vegan Green Breakfast Bowl - 250 calories per portion | 2 portions | None | Origin, Fresh Fruit Salad," Vegan Lemon Bars - 140 kcals per portion, 4 portions, no allergic warnings, origin", Moroccan Mint Tea," Greek Baked Beans - 260kcals per portion, 4 portions
"
6,200.0,60.0,180.0,100.0,400.0, Vegan Banana Bread, Cucumber and tomato salad, Turkish Pide, Israeli salad," Vegan Biryani - 400 calories per portion, 4 portions, None, India
"
7,450.0,50.0,200.0,20.0,450.0," Persian barbari bread with feta and cucumber (450kcals per portion, 2 portions, origin"," Fruit Salad - 50kcals per portion, 2 portions
   Origin", Sweet Potato Fries, Moroccan Mint Tea," Spinach and Ricotta Stuffed Shells with Marinara Sauce - 450 calories/portion, 4 portions, contains gluten and dairy (Italy)
"
8,300.0,70.0,200.0,100.0,200.0," Berry chia seed smoothie (300 calories per portion, 2 portions, nut-free, American origin)
", Kale chips, Mini Spanakopitas, Israeli salad," Ratatouille - 200 calories per portion, 6 portions, no allergic warnings, Origin"
9,450.0,50.0,180.0,20.0,400.0," Spanish tortilla de patatas (potato omelet) with aioli (450kcals per portion, 2 portions, origin"," Homemade Fruit Popsicles - 50kcals per portion, 2 portions
    Origin", Quinoa Salad with Chickpeas, Moroccan Mint Tea," Thai Peanut Noodle Salad - 400 calories per portion, 4 portions, contains gluten (noodles), Origin"
10,250.0,60.0,120.0,20.0,400.0, Vegan Pancake Skewers, Cucumber and tomato salad, Baked Parmesan Zucchini Chips, Moroccan Mint Tea, Honey Glazed Chicken Thighs
11,400.0,50.0,210.0,100.0,350.0, Vegan Breakfast Skillet, Baked Apple Chips - Approx," Caramelized Onion Tartlet - 210 kcals per portion, 3 portions, contains gluten, dairy (France)", Israeli salad," Vegan Korean Bibimbap - 350 calories per portion, 4 portions, None, Korea
"
12,350.0,50.0,280.0,20.0,150.0, Vegan Sweet Potato Hash Browns - 350 calories per portion | 1 portion | None | Origin," Fruit Salad - 50kcals per portion, 2 portions
   Origin", Vegan Nachos, Moroccan Mint Tea, Greek Salad
13,300.0,60.0,200.0,100.0,300.0, Mushroom and Tomato Omelette, Cucumber and tomato salad, Ratatouille, Israeli salad," Vegetable Biryani - 300 calories/portion, 4 portions, Origin"
14,350.0,60.0,280.0,100.0,245.0, Vegan Breakfast Baked Potato - 350 calories per portion | 1 portion | None | Origin, Fruit Salad - Approx, Vegan Chocolate Mousse, Israeli salad, Tofu Stir Fry
15,500.0,60.0,120.0,100.0,250.0, Breakfast Burrito, Cucumber and tomato salad, Vegan Energy Balls, Israeli salad, Mediterranean Quinoa Salad
16,400.0,50.0,80.0,20.0,250.0," South Indian idli with sambar - 400 calories per portion, 2 portions, contains gluten, origin"," Homemade Fruit Popsicles - 50kcals per portion, 2 portions
    Origin", Greek Salad Skewers, Moroccan Mint Tea, Vegan Stuffed Bell Peppers
17,100.0,60.0,180.0,20.0,450.0," Sliced fruit salad - 100 calories per portion, 1 portion, no allergic warnings, origin", Cucumber and tomato salad, Grilled Halloumi Skewers, Moroccan Mint Tea," Salmon with Lemon Herb Quinoa - 450 calories per portion, 4 portions, no allergic warnings, Origin"
18,100.0,70.0,120.0,20.0,350.0," Sliced fruit salad - 100 calories per portion, 1 portion, no allergic warnings, origin", Fresh Fruit Salad," Stuffed Mushrooms with Quinoa - 120 kcals per portion, 3 portions, gluten-free (Various)", Moroccan Mint Tea," Spinach and ricotta stuffed shells - 350 calories per portion, 4 portions, contains dairy (Italy)
"
