,breakfast_calories,morning snacks_calories,afternoon snacks_calories,lunch_calories,dinner_calories,breakfast,morning snacks,afternoon snacks,lunch,dinner
1,350.0,100.0,190.0,165.0,240.0, Quinoa Breakfast Bake, Tomato Basil Bruschetta, Cucumber and Avocado Gazpacho," Caprese Salad - 165kcals per portion, 4 portions, no allergies, Origin"," Caprese Stuffed Avocado - 240kcals per portion, 4 portions, contains dairy (Italy)
"
2,200.0,100.0,90.0,200.0,250.0, Tomato Basil Tofu Scramble, Baked Apple Chips, Zucchini Pizza Bites, Vegetable and lentil samosas," Greek Couscous Salad - 250 calories/portion, 4 portions, contains gluten (Greece)
"
3,250.0,100.0,180.0,150.0,350.0, Whole Wheat Veggie Breakfast Wrap, Quinoa Energy Bites, Veggie Sausage Rolls, Caprese Salad," Veggie enchiladas - 350 calories per portion, 4 portions, contains gluten (Mexico)
"
4,200.0,100.0,200.0,200.0,300.0, Vegan Blueberry Pancakes, Fruit Salad, Apple Cinnamon Muffins," Quinoa Salad - 200kcals per portion, 4 portions, no allergies
"," Spinach and feta phyllo triangles - 300 calories per portion, 4 portions, contains gluten and dairy (Greece)
"
5,250.0,120.0,100.0,150.0,400.0, Vegan Chocolate Banana Smoothie, Cottage Cheese with Sliced Tomato, Tomato Basil Bruschetta with Feta, Lentil and vegetable soup," Mushroom and Spinach Quesadillas - 400 calories/portion, 4 portions, contains gluten (Mexico)
"
6,350.0,100.0,150.0,180.0,360.0, Chocolate Banana Smoothie Bowl, Cucumber Sandwiches, Greek Yogurt with Fresh Berries," Spinach and Feta Stuffed Portobello Mushrooms - 180kcals per portion, 2 portions, contains dairy
"," Lentil Sloppy Joes - 360kcals per portion, 4 portions, contains legumes (USA)
"
7,250.0,120.0,150.0,200.0,350.0, Raspberry Chia Jam Toast, Almond Biscotti, Baked Parmesan Zucchini Fries," Baked Zucchini Fries - 200kcals per portion, 4 portions, no allergies
", Mushroom and Pea Risotto
8,150.0,120.0,280.0,200.0,320.0, Scrambled Tofu, Cinnamon Sugar Pretzels, Mini Vegetable Quiches," Spinach and Artichoke Dip - 200kcals per portion, 4 portions, contains dairy
"," Quinoa-Stuffed Mushrooms - 320kcals per portion, 4 portions
"
9,300.0,120.0,220.0,150.0,350.0, Country Style Potatoes with Veggies, Vegetable Spring Rolls, Mango Coconut Chia Pudding, Spinach and feta stuffed bell peppers," Caprese Pasta Salad - 350 calories/portion, 4 portions, contains gluten (Italy)
"
10,300.0,120.0,300.0,200.0,420.0, Quinoa Breakfast Bowl, Greek Stuffed Grape Leaves, Vegetable Fajitas, French onion soup," Caprese Pasta Salad - 420kcals per portion, 2 portions, contains dairy (Italy)
"
11,250.0,100.0,160.0,200.0,350.0, Vegan Sausage and Biscuits, Quinoa Energy Bites, Spinach and Artichoke Dip," Quinoa-Stuffed Mushrooms - 200kcals per portion, 2 portions, gluten-free
"," Spinach and mushroom quesadillas - 350 calories per portion, 4 portions, contains dairy and gluten (Mexico)
"
12,200.0,100.0,100.0,200.0,400.0, Roasted Vegetable Breakfast Tacos, Cucumber Sandwich, Grilled Vegetable Skewers, Ratatouille," Portobello Mushroom Burger - 400 calories/portion, 2 portions, Origin"
13,300.0,120.0,280.0,150.0,400.0, Quinoa Porridge, Melon and Prosciutto Skewers, Mexican Street Corn, Gazpacho Soup, Caprese Panini
14,400.0,120.0,200.0,200.0,400.0, Aloo Paratha (Potato Stuffed Flatbread), Greek Stuffed Grape Leaves, Sweet Potato Fries, Ratatouille, Veggie Sushi Rolls
15,250.0,100.0,230.0,180.0,350.0, Vegan Banana Muffins, Quinoa Energy Bites, Sweet Potato and Black Bean Quesadillas," Oven-Roasted Vegetables - 180kcals per portion, 2 portions, contains nightshade vegetables
"," Veggie enchiladas - 350 calories per portion, 4 portions, contains gluten (Mexico)
"
16,200.0,120.0,120.0,200.0,300.0, Vegetable Frittata, Baked Cheese Twists, Mediterranean Salad, Minestrone soup," Vegetable and tofu stir-fry - 300 calories per portion, 4 portions, contains soy
"
17,250.0,120.0,180.0,150.0,120.0, Vegan Breakfast Enchiladas, Almond Biscotti, Mango Salsa with Tortilla Chips, Caprese Salad," Grilled vegetable skewers - 120 calories per portion, 4 portions, none
"
18,300.0,90.0,260.0,200.0,300.0, Greek Yogurt with Berries and Granola, Vegetarian Spring Rolls, Greek Stuffed Mushrooms, Minestrone soup," Greek Pita Sandwiches - 300 calories/portion, 4 portions, contains gluten (Greece)
"
19,150.0,100.0,120.0,200.0,450.0, Fruit Salad, Roasted Chickpeas, Banana Oat Cookies, Spinach and Artichoke Dip," Vegetable Stroganoff - 450 calories/portion, 4 portions, contains gluten and dairy (Russia)
"
20,300.0,120.0,150.0,150.0,420.0, Tofu Scramble Breakfast Burrito, Oatmeal Cookie, Baked Parmesan Zucchini Fries," Caponata - 150kcals per portion, 4 portions, no allergies, Origin"," Caprese Pizza - 420kcals per portion, 2 portions, contains dairy (Italy)
"
21,350.0,100.0,120.0,150.0,350.0, Maple Pecan Granola with Yogurt, Cucumber Sandwiches, Greek Feta Dip with Veggies, Lentil and vegetable frittata," Vegetable curry with basmati rice - 350 calories per portion, 4 portions, contains nuts (India)
"
22,300.0,100.0,120.0,200.0,350.0, Vegan Breakfast Burrito, Tomato Basil Bruschetta, Granola Bar, Spinach and Artichoke Dip, Mushroom and Pea Risotto
23,250.0,80.0,220.0,180.0,250.0, Vegan Protein Pancakes, Kale Chips, Roasted Red Pepper and Goat Cheese Crostini, Tomato and basil bruschetta," Spinach and feta stuffed phyllo rolls - 250 calories per portion, 4 portions, contains gluten and dairy (Greece)
"
