,breakfast_calories,morning snacks_calories,afternoon snacks_calories,lunch_calories,dinner_calories,breakfast,morning snacks,afternoon snacks,lunch,dinner
1,350.0,100.0,100.0,150.0,200.0, Vegan Breakfast Tacos, Carrot Sticks with Ranch Dip, Tomato Basil Soup, Spinach and cheese stuffed tomatoes," Tomato and mozzarella tart - 200 calories per portion, 4 portions, contains gluten and dairy (Italy)
"
2,200.0,100.0,120.0,150.0,350.0, Spinach and Mushroom Breakfast Tacos, Cucumber and Tomato Salad, Banana Oat Cookies, Lentil and vegetable soup," Mexican Quinoa Salad - 350 calories/portion, 4 portions, contains cilantro (Mexico)
"
3,350.0,100.0,120.0,150.0,260.0, Banana Walnut Bread, Baked Apple Chips, Greek Yogurt Dip with Veggies, Spinach and ricotta stuffed tomatoes," Greek Style Lemon Potatoes - 260kcals per portion, 4 portions
"
4,250.0,100.0,180.0,150.0,350.0, Buckwheat Porridge, Frozen Grapes, Baked Teriyaki Tofu Skewers, Butternut squash soup," Quinoa Stuffed Bell Peppers - 350 calories/portion, 4 portions, Origin"
5,150.0,90.0,200.0,150.0,200.0, Scrambled Tofu, Fruit Salad, Mini Quiche, Lentil and vegetable frittata," Eggplant and Tomato Gratin - 200 calories/portion, 2 portions, Origin"
6,250.0,100.0,300.0,150.0,240.0, Greek Yogurt with Honey and Nuts, Cucumber and Tomato Salad, Veggie Quesadilla, Lentil and vegetable frittata," Caprese Stuffed Avocado - 240kcals per portion, 4 portions, contains dairy (Italy)
"
7,400.0,100.0,130.0,150.0,300.0, Veggie Bagel Sandwich, Berry Chia Detox Water, Veggie Taco Cups, Spinach and ricotta stuffed tomatoes," Ratatouille Pasta - 300 calories/portion, 4 portions, Origin"
8,200.0,100.0,220.0,150.0,350.0, Spinach and Feta Stuffed Portobello Mushrooms, Cucumber Rolls with Cream Cheese, Cauliflower and Chickpea Salad, Spinach and cheese stuffed tomatoes," Eggplant and Chickpea Curry - 350 calories/portion, 4 portions, Origin"
9,200.0,100.0,80.0,150.0,350.0, Mediterranean Vegetable Omelette, Caprese Skewers, Asian Cucumber Salad, Spinach and feta stuffed mushrooms," Vegetable curry with basmati rice - 350 calories per portion, 4 portions, contains nuts (India)
"
10,350.0,80.0,140.0,160.0,300.0, Huevos Rancheros, Kale Chips, Tomato Bruschetta," Caprese Skewers - 160kcals per portion, 2 portions, contains dairy (Italy)
", Mushroom and Spinach Quiche
