,breakfast_calories,morning snacks_calories,afternoon snacks_calories,lunch_calories,dinner_calories,breakfast,morning snacks,afternoon snacks,lunch,dinner
1,450.0,300.0,240.0,150.0,250.0, Quinoa Breakfast Bowl, Vegan Omelette with Tofu, Veggie Sushi Rolls, Veggie Stir-Fry, Vegan Kung Pao Tofu
2,400.0,350.0,640.0,150.0,250.0, Vegan Breakfast Fried Rice, Tofu and Veggie Buddha Bowl, Vegan Tofu Scramble, Veggie Stir-Fry, Tofu Stir-Fry
3,450.0,350.0,340.0,150.0,350.0, Quinoa Breakfast Bowl, Tofu and Veggie Buddha Bowl, Vegan Nachos, Veggie Stir-Fry, Veggie Burger
4,500.0,350.0,640.0,120.0,350.0, Vegan Breakfast Vegetable Stir-Fry, Tofu and Veggie Buddha Bowl, Vegan Tofu Scramble, Guacamole and Veggie Sticks, Lentil Loaf
5,500.0,350.0,120.0,120.0,350.0, Vegan Breakfast Vegetable Stir-Fry, Tofu and Veggie Buddha Bowl, Guacamole and Veggie Sticks, Guacamole and Veggie Sticks, Vegan Chili
6,400.0,350.0,280.0,120.0,250.0, Vegan Breakfast Fried Rice, Tofu and Veggie Buddha Bowl, Baked Tofu Nuggets, Guacamole and Veggie Sticks, Tofu Tikka Masala
7,700.0,350.0,240.0,150.0,400.0, Vegan Breakfast Bibimbap, Tofu and Veggie Buddha Bowl, Veggie Sushi Rolls, Veggie Stir-Fry, Vegan Sloppy Joes
8,350.0,350.0,280.0,150.0,300.0, Tofu Scramble, Tofu and Veggie Buddha Bowl, Vegan Chocolate Mousse, Veggie Stir-Fry, Vegan Bao Buns
9,350.0,300.0,240.0,150.0,400.0, Tofu Scramble, Vegan Omelette with Tofu, Veggie Sushi Rolls, Veggie Stir-Fry, Vegan Shepherd's Pie
10,600.0,350.0,280.0,120.0,350.0, Vegan Breakfast Tofu Bowl, Tofu and Veggie Buddha Bowl, Baked Tofu Nuggets, Guacamole and Veggie Sticks, Veggie Burger
11,450.0,350.0,480.0,120.0,450.0, Quinoa Breakfast Bowl, Tofu and Veggie Buddha Bowl, Vegan Cucumber Sushi Rolls, Guacamole and Veggie Sticks, Vegan Sushi Sandwich
12,450.0,350.0,980.0,150.0,350.0, Quinoa Breakfast Bowl, Tofu and Veggie Buddha Bowl, Vegan Sushi Burrito, Veggie Stir-Fry, Buddha Bowl
13,350.0,300.0,480.0,120.0,400.0, Tofu Scramble, Vegan Omelette with Tofu, Vegan Cucumber Sushi Rolls, Guacamole and Veggie Sticks, Vegan Sloppy Joes
14,600.0,350.0,680.0,120.0,250.0, Vegan Breakfast Tofu Bowl, Tofu and Veggie Buddha Bowl, Sweet and Sour Tofu, Guacamole and Veggie Sticks, Vegan Tofu Scramble
15,350.0,350.0,680.0,150.0,250.0, Tofu Scramble, Tofu and Veggie Buddha Bowl, Sweet and Sour Tofu, Veggie Stir-Fry, Chickpea Buddha Bowl
16,350.0,300.0,680.0,120.0,450.0, Tofu Scramble, Vegan Omelette with Tofu, Sweet and Sour Tofu, Guacamole and Veggie Sticks, Summer Rolls
17,350.0,350.0,280.0,120.0,250.0, Tofu Scramble, Tofu and Veggie Buddha Bowl, Baked Tofu Nuggets, Guacamole and Veggie Sticks, Vegan Sushi Bowl
18,500.0,300.0,840.0,120.0,300.0, Vegan Breakfast Vegetable Stir-Fry, Vegan Omelette with Tofu, Tempeh Stir-Fry, Guacamole and Veggie Sticks, Teriyaki Tofu Bowl
19,350.0,300.0,480.0,120.0,450.0, Tofu Scramble, Vegan Omelette with Tofu, Vegan Cucumber Sushi Rolls, Guacamole and Veggie Sticks, Vegan Sushi Sandwich
20,600.0,300.0,840.0,120.0,300.0, Vegan Breakfast Tofu Bowl, Vegan Omelette with Tofu, Tempeh Stir-Fry, Guacamole and Veggie Sticks, Vegan Pho
21,350.0,300.0,640.0,150.0,150.0, Tofu Scramble, Vegan Omelette with Tofu, Vegan Tofu Scramble, Veggie Stir-Fry, Veggie Stir-Fry
22,400.0,350.0,840.0,150.0,250.0, Vegan Breakfast Fried Rice, Tofu and Veggie Buddha Bowl, Tempeh Stir-Fry, Veggie Stir-Fry, Sushi Roll
23,350.0,350.0,980.0,150.0,250.0, Tofu Scramble, Tofu and Veggie Buddha Bowl, Vegan Sushi Burrito, Veggie Stir-Fry, Vegan Sushi Bowl
24,700.0,350.0,600.0,150.0,250.0, Vegan Breakfast Bibimbap, Tofu and Veggie Buddha Bowl, Vegan Shepherd's Pie, Veggie Stir-Fry, Vegan Soba Noodle Salad
25,400.0,300.0,240.0,120.0,250.0, Vegan Breakfast Fried Rice, Vegan Omelette with Tofu, Veggie Sushi Rolls, Guacamole and Veggie Sticks, Cucumber Avocado Sushi Rolls
26,350.0,350.0,120.0,150.0,200.0, Tofu Scramble, Tofu and Veggie Buddha Bowl, Guacamole and Veggie Sticks, Veggie Stir-Fry, Vegan Bibimbap
27,400.0,300.0,240.0,150.0,350.0, Vegan Breakfast Fried Rice, Vegan Omelette with Tofu, Veggie Sushi Rolls, Veggie Stir-Fry, Buddha Bowl
28,600.0,350.0,120.0,150.0,400.0, Vegan Breakfast Tofu Bowl, Tofu and Veggie Buddha Bowl, Guacamole and Veggie Sticks, Veggie Stir-Fry, Vegan Pad Thai
29,500.0,350.0,800.0,150.0,300.0, Vegan Breakfast Vegetable Stir-Fry, Tofu and Veggie Buddha Bowl, Vegan Teriyaki Tofu Bowl, Veggie Stir-Fry, Vegan Bao Buns
30,400.0,350.0,120.0,120.0,300.0, Vegan Breakfast Fried Rice, Tofu and Veggie Buddha Bowl, Guacamole and Veggie Sticks, Guacamole and Veggie Sticks, Vegan General Tso's Tofu
31,600.0,300.0,280.0,150.0,450.0, Vegan Breakfast Tofu Bowl, Vegan Omelette with Tofu, Vegan Chocolate Mousse, Veggie Stir-Fry, Vegan Sushi Sandwich
32,450.0,350.0,840.0,120.0,400.0, Quinoa Breakfast Bowl, Tofu and Veggie Buddha Bowl, Tempeh Stir-Fry, Guacamole and Veggie Sticks, Vegan Pad Thai
33,350.0,350.0,240.0,150.0,300.0, Tofu Scramble, Tofu and Veggie Buddha Bowl, Veggie Sushi Rolls, Veggie Stir-Fry, Vegan Pho
34,400.0,350.0,240.0,120.0,250.0, Vegan Breakfast Fried Rice, Tofu and Veggie Buddha Bowl, Veggie Sushi Rolls, Guacamole and Veggie Sticks, Tofu Stir-Fry
35,700.0,350.0,240.0,120.0,250.0, Vegan Breakfast Bibimbap, Tofu and Veggie Buddha Bowl, Veggie Sushi Rolls, Guacamole and Veggie Sticks, Chickpea Buddha Bowl
36,450.0,350.0,280.0,120.0,250.0, Quinoa Breakfast Bowl, Tofu and Veggie Buddha Bowl, Vegan Chocolate Mousse, Guacamole and Veggie Sticks, Vegan Tofu Scramble
37,600.0,350.0,640.0,120.0,350.0, Vegan Breakfast Tofu Bowl, Tofu and Veggie Buddha Bowl, Vegan Tofu Scramble, Guacamole and Veggie Sticks, Lentil Loaf
38,600.0,350.0,240.0,120.0,400.0, Vegan Breakfast Tofu Bowl, Tofu and Veggie Buddha Bowl, Veggie Sushi Rolls, Guacamole and Veggie Sticks, Vegan Ramen
39,700.0,350.0,120.0,150.0,250.0, Vegan Breakfast Bibimbap, Tofu and Veggie Buddha Bowl, Guacamole and Veggie Sticks, Veggie Stir-Fry, Tofu Stir-Fry
40,700.0,350.0,800.0,150.0,350.0, Vegan Breakfast Bibimbap, Tofu and Veggie Buddha Bowl, Vegan Teriyaki Tofu Bowl, Veggie Stir-Fry, Soba Noodle Stir-Fry
41,350.0,350.0,480.0,150.0,350.0, Tofu Scramble, Tofu and Veggie Buddha Bowl, Vegan Cucumber Sushi Rolls, Veggie Stir-Fry, Vegan Chili
42,700.0,350.0,480.0,150.0,250.0, Vegan Breakfast Bibimbap, Tofu and Veggie Buddha Bowl, Vegan Cucumber Sushi Rolls, Veggie Stir-Fry, Vegan Soba Noodle Salad
43,350.0,300.0,680.0,120.0,400.0, Tofu Scramble, Vegan Omelette with Tofu, Sweet and Sour Tofu, Guacamole and Veggie Sticks, Vegan Ramen
44,350.0,300.0,640.0,150.0,400.0, Tofu Scramble, Vegan Omelette with Tofu, Vegan Tofu Scramble, Veggie Stir-Fry, Vegan Shepherd's Pie
45,400.0,300.0,640.0,120.0,250.0, Vegan Breakfast Fried Rice, Vegan Omelette with Tofu, Vegan Tofu Scramble, Guacamole and Veggie Sticks, Tofu Stir-Fry
46,600.0,300.0,240.0,120.0,450.0, Vegan Breakfast Tofu Bowl, Vegan Omelette with Tofu, Veggie Sushi Rolls, Guacamole and Veggie Sticks, Vegan Sushi Sandwich
47,500.0,350.0,340.0,120.0,250.0, Vegan Breakfast Vegetable Stir-Fry, Tofu and Veggie Buddha Bowl, Vegan Nachos, Guacamole and Veggie Sticks, Chickpea Buddha Bowl
48,600.0,300.0,800.0,120.0,350.0, Vegan Breakfast Tofu Bowl, Vegan Omelette with Tofu, Vegan Teriyaki Tofu Bowl, Guacamole and Veggie Sticks, Vegan Chili
49,500.0,350.0,340.0,120.0,250.0, Vegan Breakfast Vegetable Stir-Fry, Tofu and Veggie Buddha Bowl, Vegan Nachos, Guacamole and Veggie Sticks, Vegan Sushi Bowl
50,500.0,350.0,120.0,120.0,300.0, Vegan Breakfast Vegetable Stir-Fry, Tofu and Veggie Buddha Bowl, Guacamole and Veggie Sticks, Guacamole and Veggie Sticks, Vegan General Tso's Tofu
51,400.0,300.0,680.0,150.0,250.0, Vegan Breakfast Fried Rice, Vegan Omelette with Tofu, Sweet and Sour Tofu, Veggie Stir-Fry, Vegan Sushi Bowl
52,700.0,350.0,680.0,150.0,150.0, Vegan Breakfast Bibimbap, Tofu and Veggie Buddha Bowl, Sweet and Sour Tofu, Veggie Stir-Fry, Veggie Stir-Fry
53,400.0,350.0,280.0,120.0,300.0, Vegan Breakfast Fried Rice, Tofu and Veggie Buddha Bowl, Vegan Chocolate Mousse, Guacamole and Veggie Sticks, Vegan Pho
54,600.0,300.0,120.0,120.0,400.0, Vegan Breakfast Tofu Bowl, Vegan Omelette with Tofu, Guacamole and Veggie Sticks, Guacamole and Veggie Sticks, Vegan Pad Thai
55,700.0,300.0,680.0,150.0,400.0, Vegan Breakfast Bibimbap, Vegan Omelette with Tofu, Sweet and Sour Tofu, Veggie Stir-Fry, Vegan Ramen
56,600.0,300.0,120.0,120.0,250.0, Vegan Breakfast Tofu Bowl, Vegan Omelette with Tofu, Guacamole and Veggie Sticks, Guacamole and Veggie Sticks, Chickpea Buddha Bowl
57,400.0,300.0,340.0,150.0,350.0, Vegan Breakfast Fried Rice, Vegan Omelette with Tofu, Vegan Nachos, Veggie Stir-Fry, Quinoa Chili
58,700.0,350.0,280.0,150.0,400.0, Vegan Breakfast Bibimbap, Tofu and Veggie Buddha Bowl, Baked Tofu Nuggets, Veggie Stir-Fry, Vegan Ramen
59,450.0,300.0,240.0,120.0,400.0, Quinoa Breakfast Bowl, Vegan Omelette with Tofu, Veggie Sushi Rolls, Guacamole and Veggie Sticks, Vegan Sushi Burrito
60,400.0,350.0,600.0,120.0,250.0, Vegan Breakfast Fried Rice, Tofu and Veggie Buddha Bowl, Vegan Shepherd's Pie, Guacamole and Veggie Sticks, Chickpea Buddha Bowl
61,700.0,300.0,840.0,120.0,300.0, Vegan Breakfast Bibimbap, Vegan Omelette with Tofu, Tempeh Stir-Fry, Guacamole and Veggie Sticks, Vegan Bao Buns
62,400.0,300.0,120.0,120.0,350.0, Vegan Breakfast Fried Rice, Vegan Omelette with Tofu, Guacamole and Veggie Sticks, Guacamole and Veggie Sticks, Vegan Chili
63,450.0,350.0,120.0,150.0,250.0, Quinoa Breakfast Bowl, Tofu and Veggie Buddha Bowl, Guacamole and Veggie Sticks, Veggie Stir-Fry, Vegan Tofu Scramble
64,600.0,300.0,680.0,150.0,200.0, Vegan Breakfast Tofu Bowl, Vegan Omelette with Tofu, Sweet and Sour Tofu, Veggie Stir-Fry, Vegan Bibimbap
65,400.0,350.0,280.0,120.0,200.0, Vegan Breakfast Fried Rice, Tofu and Veggie Buddha Bowl, Vegan Chocolate Mousse, Guacamole and Veggie Sticks, Vegan Bibimbap
