,breakfast_calories,morning snacks_calories,afternoon snacks_calories,lunch_calories,dinner_calories,breakfast,morning snacks,afternoon snacks,lunch,dinner
1,250.0,250.0,600.0,450.0,200.0, Lebanese Tabbouleh, Lebanese Tabbouleh, Chicken Shawarma, Lemon Garlic Shrimp Pasta, Lebanese Fattoush Salad
2,400.0,500.0,600.0,250.0,200.0, Spaghetti Aglio e Olio, Lebanese Falafel Wrap, Chicken Shawarma Pita, Lebanese Tabbouleh, Lebanese Fattoush Salad
3,200.0,600.0,450.0,450.0,250.0, Lebanese Fattoush Salad, Chicken Shawarma, Spanish Empanadas, Spanish Empanadas, Lebanese Tabbouleh
4,200.0,200.0,200.0,500.0,200.0, Lebanese Fattoush Salad, Lebanese Fattoush Salad, Lebanese Fattoush Salad, Lebanese Falafel Wrap, Lebanese Fattoush Salad
5,400.0,600.0,400.0,500.0,250.0, Spaghetti Aglio e Olio, Chicken Shawarma Pita, Spaghetti Aglio e Olio, Lebanese Falafel Wrap, Lebanese Tabbouleh
6,250.0,450.0,450.0,450.0,200.0, Lebanese Tabbouleh, Lemon Garlic Shrimp Pasta, Spanish Empanadas, Lebanese Kibbeh, Lebanese Fattoush Salad
7,400.0,600.0,450.0,250.0,200.0, Spaghetti Aglio e Olio, Chicken Shawarma, Baked Chicken Parmesan, Lebanese Tabbouleh, Lebanese Fattoush Salad
8,200.0,400.0,450.0,200.0,200.0, Lebanese Fattoush Salad, Spaghetti Aglio e Olio, Lebanese Kibbeh, Lebanese Fattoush Salad, Lebanese Fattoush Salad
9,200.0,250.0,500.0,400.0,200.0, Lebanese Fattoush Salad, Lebanese Tabbouleh, Lebanese Falafel Wrap, Spaghetti Aglio e Olio, Lebanese Fattoush Salad
10,400.0,200.0,500.0,450.0,200.0, Italian Panzanella Salad, Lebanese Fattoush Salad, Lebanese Falafel Wrap, Baked Chicken Parmesan, Lebanese Fattoush Salad
11,400.0,450.0,250.0,450.0,250.0, Italian Panzanella Salad, Baked Chicken Parmesan, Lebanese Tabbouleh, Thai Green Curry with Chicken, Lebanese Tabbouleh
12,250.0,600.0,450.0,450.0,200.0, Lebanese Tabbouleh, Chicken Shawarma Pita, Spanish Empanadas, Lemon Garlic Shrimp Pasta, Lebanese Fattoush Salad
