,breakfast_calories,morning snacks_calories,afternoon snacks_calories,lunch_calories,dinner_calories,breakfast,morning snacks,afternoon snacks,lunch,dinner
1,350.0,250.0,120.0,400.0,250.0, Vegan Breakfast Baked Potato - 350 calories per portion | 1 portion | None | Origin, Vegan Peanut Butter Banana Pancakes," Chia Pudding with Fresh Berries - 120 kcals per portion, 4 portions, no allergic warnings, origin"," Lentil Tacos with Avocado Crema
Total calories per portion", Tofu and Vegetable Skewers
2,200.0,120.0,130.0,400.0,200.0, Vegan Scones - 200 calories per portion | 2 portions | Contains gluten | Origin, Toasted Coconut Chips," Baked Falafel with Tahini Sauce - 130 kcals per portion, 4 portions, allergic warning (sesame), origin", Vegan Jackfruit Curry, Lentil and Vegetable Bolognese
3,200.0,150.0,540.0,350.0,200.0, Vegan Breakfast Phyllo Cups, Vegan Chocolate Mousse, Stuffed Bell Peppers, Vegan Spanish Gazpacho," Black Bean and Corn Salad - 200 calories per portion, 4 portions, None, Various
"
4,250.0,250.0,180.0,300.0,200.0, Vegan Cinnamon Apple Oatmeal - 250 calories per portion | 2 portions | None | Origin, Vegan Chocolate Oat Bars," Vegan Banana Bread - 180 kcals per portion, 4 portions, no allergic warnings, origin", Vegan Pad Thai," Vegan Miso Soup - 200 calories per portion, 4 portions, Soy, Japan
"
5,300.0,200.0,100.0,400.0,300.0, Vegan Sweet Potato Pancakes - 300 calories per portion | 1 portion | Contains gluten | Origin, Chickpea Salad Wraps," Roasted Cauliflower Hummus - 100 kcals per portion, 4 portions, no allergic warnings, origin", Thai Red Curry with Vegetables," Moroccan Lentil Soup (300 calories/portion, 4 portions) - Morocco
"
6,150.0,160.0,70.0,300.0,300.0, Vegan Breakfast Fruit Pizza, Vegan Banana Bread Muffins," Fruit Salad - 70 kcals per portion, 4 portions, no allergic warnings, origin"," Vegan Eggplant Rollatini
Total calories per portion"," Moroccan Lentil Burgers (300 calories/portion, 4 portions) - Morocco
"
7,300.0,180.0,70.0,250.0,312.0, Vegan Almond Butter Toast - 300 calories per portion | 1 portion | Contains nuts | Origin, Almond Butter Rice Cakes," Watermelon and Mint Salad - 70 kcals per portion, 4 portions, no allergic warnings, origin", Vegan Tofu Scramble, Vegan Enchiladas
8,300.0,250.0,130.0,250.0,300.0, Vegan Pumpkin Muffins - 300 calories per portion | 2 portions | Contains gluten | Origin, Vegan Chocolate Banana Bread," Stuffed Mini Portobello Mushrooms - 130 kcals per portion, 4 portions, no allergic warnings, origin", Lentil Salad," Vegan Spinach and Mushroom Stuffed Shells - 300 calories per portion, 2 portions, may contain gluten"
9,350.0,250.0,480.0,300.0,300.0, Vegan Breakfast Baked Potato - 350 calories per portion | 1 portion | None | Origin, Vegan Peanut Butter Banana Pancakes, Spinach and Mushroom Quesadillas, Vegan Acorn Squash Soup," Indian Chana Masala (300 calories/portion, 3 portions) - India

"
10,150.0,280.0,200.0,300.0,300.0, Vegan Peanut Butter Banana Smoothie, Vegan Scones," Vegan Mango Smoothie Bowl - 200 kcals per portion, 4 portions, no allergic warnings, origin", Lebanese Tabbouleh Salad, Sweet Potato Curry
11,100.0,150.0,100.0,300.0,250.0, Vegan Breakfast Rice Pudding, Vegan Raspberry Thumbprint Cookies," Stuffed Mini Peppers with Vegan Cream Cheese - 100 kcals per portion, 4 portions, no allergic warnings, origin", Mexican Rice Bowl," Indian Vegan Masoor Dal (250 calories/portion, 4 portions) - India
"
12,300.0,250.0,440.0,350.0,300.0, Vegan Breakfast Stromboli, Vegan Chocolate Oat Bars, Vegan Chili," Cuban Black Beans and Rice
Total calories per portion"," Chinese Vegan Ma Po Eggplant (300 calories/portion, 3 portions) - China
"
13,250.0,250.0,400.0,150.0,250.0, Vegan Green Breakfast Bowl - 250 calories per portion | 2 portions | None | Origin, Vegan Protein Shake, Vegan Japanese Mochi, Lentil Soup, Vegan Tacos
14,200.0,220.0,120.0,300.0,300.0, Vegan Green Smoothie - 200 calories per portion | 2 portions | None | Origin, Vegan Banana Walnut Bread, Vegan Mediterranean Hummus Bowl," Mexican Street Corn Salad
Total calories per portion"," Vegan Baked Falafel - 300 calories per portion, 3 portions, may contain gluten"
15,250.0,150.0,320.0,150.0,250.0, Vegan Green Breakfast Bowl - 250 calories per portion | 2 portions | None | Origin, Baked Sweet Potato Fries, Vegan Breaded Zucchini Sticks, Veggie Spring Rolls, Stuffed Acorn Squash
16,300.0,200.0,130.0,250.0,250.0, Vegan Granola - 300 calories per portion | 1 portion | Contains nuts | Origin, Banana Bread Overnight Oats," Vegan Thai Spring Rolls - 130 kcals per portion, 4 portions, no allergic warnings, origin", Vegan Spicy Chickpea and Tomato Stew, Tofu Stir-Fry
17,350.0,180.0,180.0,400.0,300.0, Vegan Mushroom and Spinach Omelette - 350 calories per portion | 1 portion | None | Origin, Vegan Cornbread," Vegan Blueberry Muffins - 180 kcals per portion, 4 portions, no allergic warnings, origin", Vegan Korean Bimbimbap Rice Bowl, Vegan Gumbo
18,150.0,270.0,140.0,300.0,150.0, Vegan Breakfast Pita Pockets, Vegan Cinnamon Roll," Vegan Spinach Dip with Pita Chips - 140 kcals per portion, 4 portions, no allergic warnings, origin", Vegan Moroccan Lentil Soup, Cauliflower Fried Rice
19,300.0,200.0,110.0,300.0,300.0, Vegan Breakfast Parfait, Vegan Almond Milk Smoothie," Oatmeal Raisin Energy Balls - 110 kcals per portion, 4 portions, no allergic warnings, origin", Lentil Stuffed Cabbage Rolls," Sesame Ginger Stir-Fry - 300 calories per portion, 4 portions, Soy, China
"
20,50.0,300.0,160.0,300.0,180.0, Vegan Breakfast Smoothie, Vegan Protein Smoothie Bowl," Vegan Spinach and Mushroom Tartlets - 160 kcals per portion, 4 portions, no allergic warnings, origin", Lentil Burgers, Mediterranean Salad
21,350.0,200.0,80.0,350.0,300.0, Vegan Breakfast Grits - 350 calories per portion | 1 portion | None | Origin, Vegan Chocolate Mousse," Baked Apple Chips - 80 kcals per portion, 4 portions, no allergic warnings, origin", Vegan Beetroot and Chickpea Burger, Ratatouille-Stuffed Peppers
22,250.0,120.0,180.0,350.0,250.0, Tofu Scramble - 250 calories per portion | 2 portions | None | Origin, Kale Chips," Vegan Blueberry Muffins - 180 kcals per portion, 4 portions, no allergic warnings, origin", Vegan Lasagna, Mediterranean Couscous Salad
23,200.0,240.0,240.0,300.0,292.0, Vegan Breakfast Frittata, Vegan Raspberry Muffins, Vegan Roasted Cauliflower Bites," Mexican Street Corn Salad
Total calories per portion", Lentil Loaf
24,300.0,200.0,280.0,250.0,250.0, Vegan Breakfast Parfait, Vegan Sweet Potato Toast, Vegan Chocolate Mousse, Veggie Soba Noodles, Moroccan Chickpea Stew
25,250.0,260.0,100.0,250.0,150.0, Vegan Breakfast Bruschetta, Vegan Pumpkin Spice Muffins," Baked Tofu Nuggets - 100 kcals per portion, 4 portions, no allergic warnings, origin", Vegan Cuban Black Bean Soup, Cauliflower Fried Rice
26,150.0,100.0,560.0,350.0,150.0, Vegan Breakfast Fajitas, Energy Balls, Vegan Mediterranean Pasta Salad, Vegan Eggplant Parmesan," Lentil Soup - 150 calories per portion, 6 portions, None, Various
"
27,300.0,180.0,600.0,250.0,250.0, Vegan Apple Cinnamon Quinoa - 300 calories per portion | 1 portion | None | Origin, Vegan Breakfast Quinoa, Vegan Mushroom Risotto, Vegan Lentil Shepherd's Pie, Stuffed Bell Peppers
