,breakfast_calories,morning snacks_calories,afternoon snacks_calories,lunch_calories,dinner_calories,breakfast,morning snacks,afternoon snacks,lunch,dinner
1,150.0,100.0,130.0,400.0,250.0, Chia Pudding - 150 calories per portion | 1 portion | None | Origin, Roasted Pumpkin Seeds," Vegan Thai Spring Rolls - 130 kcals per portion, 4 portions, no allergic warnings, origin", Quinoa and Vegetable Stir-Fry, Portobello Mushroom Burger
2,350.0,100.0,100.0,150.0,400.0, Vegan Pear and Walnut Oatmeal - 350 calories per portion | 1 portion | Contains nuts | Origin, Roasted Almonds," Roasted Cauliflower Hummus - 100 kcals per portion, 4 portions, no allergic warnings, origin", Veggie Spring Rolls," Vegan Stuffed Cabbage Rolls - 400 calories per portion, 4 portions, None, Various
"
3,250.0,100.0,760.0,400.0,400.0, Vegan Berry Chia Smoothie - 250 calories per portion | 2 portions | None | Origin, Roasted Edamame, Moroccan Couscous, Vegan Portobello Mushroom Burger, Jackfruit BBQ Sandwich
4,200.0,100.0,680.0,250.0,300.0, Vegan Breakfast Frittata, Chilled Gazpacho, Vegan Protein Bars, Vegan Caprese Salad," Moroccan Vegan Chickpea Salad (300 calories/portion, 4 portions) - Morocco
"
5,550.0,100.0,150.0,350.0,280.0, Vegan Smoothie Bowl, Fresh Fruit Salad," Vegan Chocolate Avocado Mousse - 150 kcals per portion, 4 portions, allergic warning (avocado), origin"," Indian Vegan Vegetable Korma
Total calories per portion", Chickpea and Vegetable Stew
6,650.0,100.0,860.0,400.0,410.0, Vegan Breakfast Zucchini Bread, Chilled Gazpacho, Vegan Biryani," Vegan Lentil Sloppy Joes
Total calories per portion", Lentil and Vegetable Curry
7,300.0,100.0,180.0,300.0,300.0, Fruit Smoothie Bowl - 300 calories per portion | 1 portion | None | Origin, Overnight Chia Pudding," Baked Falafel Salad - 180 kcals per portion, 4 portions, allergic warning (sesame), origin", Vegan Acorn Squash Soup," Lentil Walnut Tacos - 300 calories per portion, 4 portions, Nuts, Mexico
"
8,200.0,100.0,130.0,400.0,399.0, Vegan Oatmeal Raisin Cookies - 200 calories per portion | 2 portions | Contains gluten | Origin, Overnight Chia Pudding," Stuffed Mini Portobello Mushrooms - 130 kcals per portion, 4 portions, no allergic warnings, origin", Vegetable Curry with Rice, Sweet Potato and Black Bean Chili
9,400.0,90.0,80.0,400.0,350.0, Vegan Breakfast Tofu Wrap - 400 calories per portion | 1 portion | Contains soy | Origin, Stuffed Dates," Baked Apple Chips - 80 kcals per portion, 4 portions, no allergic warnings, origin", Vegan Bibimbap, Chickpea Salad Sandwich
10,300.0,100.0,200.0,400.0,320.0, Avocado Toast - 300 calories per portion | 1 portion | None | Origin, Baked Apple Chips," Vegan Broccoli Pesto Pasta - 200 kcals per portion, 4 portions, no allergic warnings, origin"," Mexican Bean Burrito Bowl
Total calories per portion", Thai Red Curry with Vegetables
11,450.0,100.0,460.0,300.0,350.0, Vegan Breakfast Pho, Roasted Edamame, Veggie Tacos, Lentil Sloppy Joes, Mushroom Tacos
