,breakfast_calories,morning snacks_calories,afternoon snacks_calories,lunch_calories,dinner_calories,breakfast,morning snacks,afternoon snacks,lunch,dinner
1,350.0,150.0,160.0,100.0,310.0, Apple Cinnamon Muffins, Maple Pecan Energy Balls," Grilled Portobello Mushroom Burger - 160 kcals per portion, 4 portions, no allergic warnings, origin", Israeli salad," Spinach and Feta Stuffed Peppers - 310kcals per portion, 4 portions, contains dairy
"
2,280.0,150.0,300.0,20.0,380.0," Avocado toast with smoked salmon (280 calories per portion, 2 portions, contains fish, American origin)
", Grilled vegetable skewers, Sweet potato and black bean quesadillas, Moroccan Mint Tea, Vegan Bibimbap
3,400.0,160.0,800.0,100.0,600.0, Vegan Breakfast Tamales - 400 calories per portion | 1 portion | Contains gluten | Origin, Cherry Tomatoes with Cottage Cheese, Vegan Teriyaki Tofu Bowl, Israeli salad," Beef and vegetable stir-fry with noodles (600 calories per portion, 2 portions, contains gluten, origin"
4,350.0,160.0,160.0,120.0,600.0," Nigerian akara (bean fritters) with tomato sauce (350kcals per portion, 2 portions, origin", Energy Balls, Tomato and Mozzarella Skewers," Caprese Salad - 120kcals per portion, 2 portions, contains dairy (Italy)
"," Chicken and Broccoli Alfredo - 600 calories per portion, 4 portions, contains dairy, Origin"
5,350.0,100.0,230.0,120.0,400.0," Banana pecan pancakes (350 calories per portion, 2 portions, contains nuts, American origin)
", Roasted Pumpkin Seeds," Baba Ganoush with Pita Bread - 230 kcals per portion, 4 portions, contains gluten (Middle East)"," Caprese Salad - 120kcals per portion, 2 portions, contains dairy (Italy)
"," Mediterranean stuffed tomatoes with quinoa and olives (400 calories per portion, 3 portions, vegan-friendly, origin"
6,300.0,100.0,180.0,20.0,400.0, Vegan Apple Cinnamon Quinoa - 300 calories per portion | 1 portion | None | Origin, Baked Apple Chips, Guacamole and Tortilla Chips, Moroccan Mint Tea," Beef and Mushroom Stroganoff - 400 calories per portion, 4 portions, contains gluten (flour), Origin"
7,450.0,100.0,250.0,100.0,300.0, Veggie Breakfast Burritos, Edamame, Spinach and Mushroom Stuffed Phyllo Triangles, Israeli salad," Roasted Vegetable Pasta - 300 calories per portion, 4 portions, Gluten, Italy
"
8,300.0,80.0,250.0,120.0,300.0," Indian poha cutlet - 300 calories per portion, 2 portions, contains gluten, origin", Fruit Salad, Baked Samosas," Greek Salad - 120kcals per portion, 4 portions, lactose-free, Greece
"," Moroccan Vegetable Lentil Stew (300 calories/portion, 4 portions) - Morocco
"
9,300.0,170.0,150.0,20.0,300.0, Vegan Mango Coconut Chia Pudding - 300 calories per portion | 1 portion | None | Origin, Chocolate Chia Pudding, Zucchini Pizza Bites with Goat Cheese, Moroccan Mint Tea," Roasted Vegetable Pasta - 300 calories per portion, 4 portions, Gluten, Italy
"
10,500.0,150.0,240.0,100.0,250.0," Breakfast burrito with scrambled eggs and avocado (500kcals per portion, 2 portions, origin", Almond Butter Banana Bites - Approx, Spinach and Artichoke Dip, Israeli salad, Lentil Loaf
11,250.0,150.0,180.0,20.0,350.0," Coconut chia pudding with mango (250kcals per portion, 2 portions)
"," Mini Vegetable Spring Rolls - 150kcals per portion, 2 portions
    Origin"," Chocolate Banana Bread - 180 kcals per portion, 6 portions, contains gluten (USA)", Moroccan Mint Tea, Veggie Noodle Stir-Fry
