,breakfast_calories,morning snacks_calories,afternoon snacks_calories,lunch_calories,dinner_calories,breakfast,morning snacks,afternoon snacks,lunch,dinner
1,200.0,80.0,140.0,150.0,250.0, Vegan Scones - 200 calories per portion | 2 portions | Contains gluten | Origin, Fruit Salad," Roasted Beetroot Dip with Pita Bread - 140 kcals per portion, 4 portions, no allergic warnings, origin", Tomato Basil Soup, Vegan Tofu Satay Skewers
2,250.0,80.0,120.0,150.0,200.0, Raw Vegan Breakfast Bars - 250 calories per portion | 2 portions | Contains nuts | Origin, Stuffed Dates," Black Bean Salsa with Tortilla Chips - 120 kcals per portion, 4 portions, no allergic warnings, origin", Cabbage Stir-Fry," Chinese Vegan Hot and Sour Soup (200 calories/portion, 4 portions) - China

"
3,400.0,80.0,140.0,150.0,250.0, Vegan Breakfast Tater Tots - 400 calories per portion | 1 portion | Contains gluten | Origin, Fruit Salad," Roasted Beetroot Dip with Pita Bread - 140 kcals per portion, 4 portions, no allergic warnings, origin", Cabbage Stir-Fry," Vegan Tomato and Vegetable Paella - 250 calories per portion, 3 portions, may contain gluten"
4,400.0,90.0,560.0,150.0,200.0, Vegan Breakfast Empanadas - 400 calories per portion | 1 portion | Contains gluten | Origin, Quinoa Energy Bites, Vegan Mediterranean Pasta Salad, Cabbage Stir-Fry, Ratatouille
5,350.0,90.0,160.0,150.0,293.0, Vegan Blueberry Acai Smoothie Bowl - 350 calories per portion | 1 portion | None | Origin, Quinoa Energy Bites," Vegan Spinach and Artichoke Stuffed Breadsticks - 160 kcals per portion, 4 portions, no allergic warnings, origin", Tomato Basil Soup, Vegan Spinach and Artichoke Dip
6,300.0,80.0,160.0,150.0,225.0, Vegan Oatmeal Raisin Cookies, Fruit Salad," Vegan Broccoli and Cheese Bites - 160 kcals per portion, 4 portions, no allergic warnings, origin", Lentil Soup, Vegan Stuffed Mushrooms
7,450.0,90.0,320.0,150.0,250.0, Vegan Blueberry Muffins, Stuffed Dates, Vegan Breaded Zucchini Sticks, Veggie Spring Rolls, Ratatouille-Stuffed Tomatoes
8,300.0,80.0,100.0,150.0,250.0, Vegan Breakfast Parfait, Stuffed Dates," Stuffed Mini Peppers with Vegan Cream Cheese - 100 kcals per portion, 4 portions, no allergic warnings, origin", Veggie Spring Rolls," Vegan Tomato and Vegetable Paella - 250 calories per portion, 3 portions, may contain gluten"
9,300.0,80.0,160.0,150.0,200.0, Vegan Omelette, Stuffed Dates," Vegan Bruschetta Pasta Salad - 160 kcals per portion, 4 portions, no allergic warnings, origin", Lentil Soup, Lentil and Vegetable Soup
10,350.0,90.0,160.0,150.0,200.0, Vegan Breakfast Couscous - 350 calories per portion | 1 portion | Contains gluten | Origin, Stuffed Dates," Chickpea Salad Lettuce Wraps - 160 kcals per portion, 4 portions, no allergic warnings, origin", Tom Yum Soup, Vegan Chili
11,450.0,90.0,120.0,150.0,220.0, Vegan Blueberry Muffins, Stuffed Dates, Vegan Caprese Skewers, Cabbage Stir-Fry, Chickpea and Vegetable Stir Fry
12,350.0,80.0,160.0,150.0,200.0, Vegan Mushroom and Spinach Omelette - 350 calories per portion | 1 portion | None | Origin, Fruit Salad," Vegan Spinach and Artichoke Stuffed Mushrooms - 160 kcals per portion, 4 portions, no allergic warnings, origin", Cabbage Stir-Fry," Lentil Spinach Salad - 200 calories per portion, 4 portions, None, Various
"
13,150.0,80.0,420.0,150.0,250.0, Vegan Energy Balls - 150 calories per portion | 2 portions | Contains nuts | Origin, Fruit Salad, Vegan Potato Salad, Tom Yum Soup, Lentil Buddha Bowl
14,400.0,80.0,160.0,150.0,250.0, Vegan Breakfast Burrito - 400 calories per portion | 1 portion | None | Origin, Stuffed Dates," Vegan Samosas - 160 kcals per portion, 4 portions, no allergic warnings, origin", Lentil Soup," Vegan Caesar Salad - 250 calories per portion, 4 portions, None, United States
"
15,100.0,80.0,130.0,150.0,220.0, Vegan Breakfast Steamed Buns, Stuffed Dates," Sweet and Spicy Roasted Cashews - 130 kcals per portion, 4 portions, allergic warning (cashews), origin", Cabbage Stir-Fry, Lentil and Kale Soup
16,100.0,80.0,180.0,150.0,250.0, Vegan Breakfast Bagel, Stuffed Dates," Blueberry Oatmeal Muffins - 180 kcals per portion, 4 portions, no allergic warnings, origin", Ratatouille," Japanese Vegan Gyoza (250 calories/portion, 3 portions) - Japan
"
