,breakfast_calories,morning snacks_calories,afternoon snacks_calories,lunch_calories,dinner_calories,breakfast,morning snacks,afternoon snacks,lunch,dinner
1,400.0,90.0,180.0,120.0,450.0, Aloo Paratha (Potato Stuffed Flatbread), Fruit Salad, Cheese and tomato bruschetta," Caprese Salad - 120kcals per portion, 2 portions, contains dairy (Italy)
"," Spinach and Mushroom Lasagna - 450 calories/portion, 4 portions, contains gluten (Italy)
"
2,250.0,100.0,180.0,120.0,400.0, Vegan Chocolate Chia Seed Pudding - 250 calories per portion | 2 portions | None | Origin, Cucumber Sandwiches, Fruit skewers with yogurt dip," Caprese Salad - 120kcals per portion, 2 portions, contains dairy (Italy)
"," Vegetable Biryani - 400 calories/portion, 4 portions, contains nuts (India)
"
3,300.0,90.0,200.0,120.0,400.0, Vegan Pumpkin Spice Granola - 300 calories per portion | 1 portion | Contains nuts | Origin, Fruit Salad, Almond butter energy bites," Greek Salad - 120kcals per portion, 4 portions, lactose-free, Greece
", Chickpea and Spinach Curry
4,300.0,90.0,70.0,20.0,250.0," Egyptian foul medames (fava bean stew) - 300 calories per portion, 2 portions, no allergic warnings, origin", Quinoa Energy Bites, Baked kale chips, Moroccan Mint Tea, Ratatouille
5,150.0,100.0,100.0,120.0,350.0, Vegan Pancakes, Baked Apple Chips, Garlic parmesan roasted edamame," Caprese Salad - 120kcals per portion, 2 portions, contains dairy (Italy)
"," Spinach and mushroom quesadillas - 350 calories per portion, 4 portions, contains dairy and gluten (Mexico)
"
6,350.0,70.0,150.0,120.0,350.0," Rwandan akabenz (fried plantains) with yogurt - 350 calories per portion, 2 portions, contains dairy, origin", Fresh Fruit Salad, Fried Plantain," Caprese Salad - 120kcals per portion, 2 portions, contains dairy (Italy)
", Vegan Lentil Loaf
7,400.0,100.0,180.0,20.0,350.0, Vegan Breakfast Burrito Bowl - 400 calories per portion | 1 portion | None | Origin, Cucumber Slices with Tzatziki - Approx, Oatmeal Raisin Cookies, Moroccan Mint Tea, Chickpea and Spinach Stew
8,500.0,50.0,200.0,20.0,350.0, Turkish Breakfast Platter, Baked Apple Chips - Approx," Vegan Broccoli Pesto Pasta - 200 kcals per portion, 4 portions, no allergic warnings, origin", Moroccan Mint Tea, Stuffed Bell Peppers with Rice and Beans
9,200.0,60.0,100.0,120.0,300.0," Spinach and feta stuffed mushrooms - 200 calories per portion, 2 portions, contains dairy, origin", Fruit Salad - Approx," Mini caprese salad skewers (cherry tomatoes, mozzarella, basil)"," Caprese Salad - 120kcals per portion, 2 portions, contains dairy (Italy)
"," Sesame Ginger Stir-Fry - 300 calories per portion, 4 portions, Soy, China
"
10,150.0,100.0,220.0,120.0,350.0," Vegemite on toast - 150 calories per portion, 1 portion, contains gluten, origin", Fruit salad, Cauliflower and Chickpea Salad," Greek Salad - 120kcals per portion, 4 portions, lactose-free, Greece
", Buddha Bowl
11,250.0,100.0,140.0,100.0,160.0, Vegan Chocolate Banana Smoothie, Rice Paper Spring Rolls," Cheese and Garlic Crackers - 140 kcals per portion, 3 portions, contains gluten, dairy (USA)", Israeli salad," Vegan Lentil and Vegetable Shepherd's Pie - 160 calories per portion, 4 portions, may contain gluten"
12,500.0,100.0,180.0,120.0,350.0," Pancake cereal - 500 calories per portion, 2 portions, contains gluten and dairy, origin", Baked Apple Chips," Stuffed Grape Leaves - 180 kcals per portion, 5 portions, may contain nuts (Middle East)"," Greek Salad - 120kcals per portion, 4 portions, lactose-free, Greece
"," Cheese and vegetable-stuffed bell peppers - 350 kcals per portion, 4 portions, vegetarian, contains lactose
"
13,200.0,80.0,80.0,20.0,300.0, Vegan Breakfast Enchiladas, Energy Balls," Baked Kale Chips - 80 kcals per portion, 4 portions, no allergic warnings, origin", Moroccan Mint Tea, Lentil Soup
14,400.0,100.0,150.0,120.0,300.0, Veggie Sausage and Hash Browns - 400 calories per portion | 1 portion | Contains soy | Origin, Chilled Gazpacho, Stuffed mushrooms," Caprese Salad - 120kcals per portion, 2 portions, contains dairy (Italy)
"," Vegetable curry with basmati rice - 300 kcals per portion, 4 portions, vegetarian, contains gluten
"
15,320.0,100.0,160.0,100.0,350.0," Whole wheat pancakes with fresh fruit compote (320 calories per portion, 2 portions, nut-free, American origin)
", Som Tam (Papaya Salad)," Vegan Pesto Pasta Salad - 160 kcals per portion, 4 portions, no allergic warnings, origin", Israeli salad," Vegetable curry with basmati rice - 350 calories per portion, 4 portions, contains nuts (India)
"
16,350.0,90.0,90.0,100.0,350.0," Veggie-packed breakfast casserole (350 calories per portion, 2 portions, nut-free, American origin)
", Quinoa Energy Bites," Israeli Salad - 90 kcals per portion, 4 portions, gluten-free (Israel)", Israeli salad, Fish Tacos with Lime Crema
17,400.0,100.0,180.0,20.0,450.0, Turkish Pogaca, Rice Paper Spring Rolls, Pita Bread with Hummus, Moroccan Mint Tea, Veggie Paella
18,550.0,100.0,100.0,20.0,450.0, Vegan Breakfast Cobbler, Corn on the Cob, Tomato Basil Soup, Moroccan Mint Tea," Chicken fajitas with peppers and onions – 450 calories per portion, 2 portions, contains poultry (origin"
