,breakfast_calories,morning snacks_calories,afternoon snacks_calories,lunch_calories,dinner_calories,breakfast,morning snacks,afternoon snacks,lunch,dinner
1,250.0,250.0,220.0,120.0,200.0, Vegan Cinnamon Rolls, Overnight Chia Pudding with Berries, Veggie-Stuffed Pita Pockets," Caprese Salad - 120kcals per portion, 2 portions, contains dairy (Italy)
"," Greek stuffed bell peppers - 200 calories per portion, 4 portions, none (Greece)
"
2,250.0,250.0,300.0,120.0,260.0, Whole Wheat Veggie Breakfast Wrap, Cinnamon Rolls, Vegetable Pizza Rolls," Caprese Salad - 120kcals per portion, 2 portions, contains dairy (Italy)
"," Greek Style Green Beans - 260kcals per portion, 4 portions
"
3,200.0,350.0,260.0,120.0,340.0, Tomato Basil Tofu Scramble, Homemade Veggie Pizza, Greek Stuffed Mushrooms," Caprese Salad - 120kcals per portion, 2 portions, contains dairy (Italy)
"," Quinoa-Stuffed Mushrooms with Spinach and Feta - 340kcals per portion, 4 portions, contains dairy

Please note that the portion sizes and calorie counts are approximate and can vary based on specific ingredients and preparation methods"
4,200.0,150.0,120.0,120.0,350.0, Blueberry Almond Baked Oatmeal, Kale and Sautéed Mushrooms on Toast, Mediterranean Salad," Caprese Salad - 120kcals per portion, 2 portions, contains dairy (Italy)
", Stuffed Bell Peppers with Rice and Beans
5,200.0,100.0,200.0,120.0,200.0, Quinoa Breakfast Burrito, Caprese Skewers, Mini Bagel Pizzas," Caprese Salad - 120kcals per portion, 2 portions, contains dairy (Italy)
"," Spinach and Goat Cheese Stuffed Tomatoes - 200 calories/portion, 4 portions, Origin"
6,200.0,300.0,200.0,120.0,300.0, Zucchini Bread, Peanut Butter and Banana Smoothie, Avocado Toast," Caprese Salad - 120kcals per portion, 2 portions, contains dairy (Italy)
", Greek Briam (Roasted Vegetables)
7,300.0,150.0,100.0,120.0,200.0, Greek Yogurt Parfait, Cheesy Garlic Bread, Chocolate Covered Strawberries," Caprese Salad - 120kcals per portion, 2 portions, contains dairy (Italy)
"," Lentil curry - 200 calories per portion, 6 portions, contains gluten (India)
"
8,250.0,200.0,150.0,120.0,350.0, Vegan Breakfast Strata, Veggie Pancakes, Caprese Salad Skewers," Caprese Salad - 120kcals per portion, 2 portions, contains dairy (Italy)
"," Vegetable Korma - 350 calories/portion, 4 portions, contains nuts (India)
"
9,250.0,200.0,180.0,120.0,350.0, Vegan Blueberry Chia Pancakes, Tofu and Vegetable Stir-Fry, Greek Olive Breadsticks," Caprese Salad - 120kcals per portion, 2 portions, contains dairy (Italy)
"," Vegetable curry with basmati rice - 350 calories per portion, 4 portions, contains nuts (India)
"
10,200.0,200.0,200.0,120.0,300.0, Zucchini Bread, Greek Spinach and Feta Pie, Chickpea Salad," Caprese Salad - 120kcals per portion, 2 portions, contains dairy (Italy)
"," Ratatouille Pasta - 300 calories/portion, 4 portions, Origin"
11,250.0,80.0,200.0,120.0,300.0, Vegan Breakfast BLT Sandwich, Kale Chips, Tomato and Avocado Bruschetta," Caprese Salad - 120kcals per portion, 2 portions, contains dairy (Italy)
"," Greek Spinach and Feta Pie - 300 calories/portion, 4 portions, contains gluten and dairy (Greece)
"
