,breakfast_calories,morning snacks_calories,afternoon snacks_calories,lunch_calories,dinner_calories,breakfast,morning snacks,afternoon snacks,lunch,dinner
1,350.0,80.0,120.0,120.0,400.0, Veggie Breakfast Strudel, Kale Chips, Greek Yogurt Fruit Dip," Caprese Salad - 120kcals per portion, 2 portions, contains dairy (Italy)
", Moroccan Couscous with Roasted Vegetables
2,350.0,80.0,250.0,120.0,250.0, Vegan Breakfast Baked Potato - 350 calories per portion | 1 portion | None | Origin, Fresh Squeezed Orange Juice, Peanut Butter Banana Roll-Ups," Greek Salad - 120kcals per portion, 4 portions, lactose-free, Greece
", Tofu Stir-Fry
3,300.0,90.0,100.0,20.0,200.0, Idli and Sambar, Stuffed Dates," Deviled Eggs - 100 kcals per portion, 4 portions, contains egg (USA)", Moroccan Mint Tea, Spanish Gazpacho
4,150.0,100.0,180.0,120.0,340.0, Vegan Pancakes," Dates Stuffed with Almond Butter - 100kcals per portion, 2 portions
    Origin", Bacon-Wrapped Dates," Caprese Salad - 120kcals per portion, 2 portions, contains dairy (Italy)
"," Spinach and Artichoke Stuffed Portobello Mushrooms - 340kcals per portion, 2 portions, contains dairy
"
5,250.0,100.0,150.0,20.0,350.0, Overnight Oats, Fruit Salad, Bacon Wrapped Dates, Moroccan Mint Tea," Baked salmon with roasted vegetables – 350 calories per portion, 4 portions, contains fish
"
6,250.0,100.0,120.0,120.0,380.0, Vegan Berry Parfait - 250 calories per portion | 2 portions | Contains nuts | Origin, Edamame, Spinach Balls," Caprese Salad - 120kcals per portion, 2 portions, contains dairy (Italy)
"," Quinoa-stuffed bell peppers with black beans and corn – 380 calories per portion, 4 portions, vegan-friendly
"
7,200.0,90.0,150.0,100.0,250.0, Vegetable Frittata, Turkish-style boiled eggs, Greek Feta Dip with Veggies, Israeli salad, Vegan Kung Pao Tofu
8,350.0,100.0,200.0,20.0,400.0," Nigerian akara (bean fritters) with tomato sauce (350kcals per portion, 2 portions, origin", Greek Salad Skewers," Vegan Pancakes with Maple Syrup - 200 kcals per portion, 4 portions, no allergic warnings, origin", Moroccan Mint Tea, Vegan Curry Laksa
9,450.0,100.0,160.0,100.0,200.0," Norwegian smoked salmon and cream cheese bagel (450kcals per portion, 1 portion, origin", Toasted Coconut Chips, Strawberry Parfait, Israeli salad," Tomato and mozzarella tart - 200 calories per portion, 4 portions, contains gluten and dairy (Italy)
"
10,400.0,100.0,220.0,100.0,350.0," Maltese pastizzi (ricotta-filled pastries) - 400 calories per portion, 2 portions, contains gluten and dairy, origin", Caprese Skewers, Quinoa Salad, Israeli salad," Spinach and Mushroom Risotto - 350 calories per portion, 4 portions, None, Italy
"
11,300.0,100.0,90.0,20.0,300.0, Sweet Potato Hash Browns, Mini Frittatas - Approx," Cauliflower Buffalo Wings - 90 kcals per portion, 4 portions, contains gluten (USA)", Moroccan Mint Tea," Greek Moussaka-Stuffed Bell Peppers - 300 calories/portion, 4 portions, contains gluten and dairy (Greece)
"
12,150.0,100.0,200.0,120.0,320.0," Vegemite on toast - 150 calories per portion, 1 portion, contains gluten, origin", Roasted Beetroot Chips, Fruit and Yogurt Parfait," Caprese Salad - 120kcals per portion, 2 portions, contains dairy (Italy)
"," Lentil Soup - 320kcals per portion, 4 portions, gluten-free (Various)
"
13,400.0,100.0,280.0,100.0,250.0, Veggie Breakfast Pizza, Cucumber and Hummus Rolls, Veggie and Cream Cheese Roll-ups, Israeli salad," Roasted Cauliflower Tacos - 250 calories per portion, 4 portions, None, Mexico
"
14,200.0,100.0,90.0,100.0,380.0," Yogurt and fruit smoothie (200 calories per portion, 2 portions, contains dairy, American origin)
", Overnight Chia Pudding, Mini Quiche, Israeli salad," Vegetable Curry with Coconut Milk - 380kcals per portion, 4 portions, contains nuts
"
15,300.0,100.0,90.0,20.0,250.0, Veggie Breakfast Quesadilla, Roasted Pumpkin Seeds, Zucchini fritters, Moroccan Mint Tea, Vegan Nachos
16,250.0,100.0,240.0,100.0,350.0, Cheesy Spinach Pita Pocket," Apple Slices with Caramel Dip - 100kcals per portion, 2 portions
    Origin", Vegan Spinach Dip with Pita Chips, Israeli salad," Vegetable paella – 350 calories per portion, 4 portions, vegan-friendly (origin"
17,350.0,70.0,120.0,120.0,350.0, Banana Nut Muffins, Kale chips, Greek yogurt with mixed nuts and honey," Greek Salad - 120kcals per portion, 4 portions, lactose-free, Greece
", Vegan Meatballs in Tomato Sauce
18,250.0,100.0,180.0,120.0,150.0, Whole Wheat Veggie Breakfast Wrap, Chilled Gazpacho Soup - Approx, Veggie Fritters," Greek Salad - 120kcals per portion, 4 portions, lactose-free, Greece
", Lentil Soup with Kale
