,breakfast_calories,morning snacks_calories,afternoon snacks_calories,lunch_calories,dinner_calories,breakfast,morning snacks,afternoon snacks,lunch,dinner
1,350.0,80.0,100.0,400.0,250.0, Vegan Breakfast Tacos, Fruit Salad, Stuffed Mushrooms, Greek gigantes plaki," Mediterranean stuffed eggplant - 250 calories per portion, 4 portions, none
"
2,300.0,80.0,120.0,800.0,260.0, Chia Seed Smoothie, Cheesy Popcorn, Cheese Stuffed Jalapenos, Greek Moussaka," Greek Style Lemon Potatoes - 260kcals per portion, 4 portions
"
3,400.0,80.0,190.0,1000.0,240.0, Veggie Biscuits and Gravy, Kale Chips, Cucumber and Avocado Gazpacho, Eggplant Parmesan," Caprese Stuffed Avocado - 240kcals per portion, 4 portions, contains dairy (Italy)
"
4,200.0,80.0,320.0,350.0,400.0, Spinach and Feta Stuffed Portobello Mushrooms, Fruit Salad, Spicy Peanut Noodles, Greek spinach and feta pie," Veggie Fajita Bowls - 400 calories/portion, 4 portions, Origin"
5,250.0,80.0,200.0,350.0,200.0, Cucumber Sandwich, Fruit Salad, Pumpkin Bread," Roasted Vegetable Quinoa Bowl - 350kcals per portion, 2 portions, no allergies
", Greek Salad
6,200.0,90.0,150.0,300.0,380.0, Veggie Breakfast Wrap with Tofu Scramble, Vegetarian Spring Rolls, Baked Potato Wedges, Avocado and Tomato Sandwich," Vegetable Curry with Coconut Milk - 380kcals per portion, 4 portions, contains nuts
"
7,400.0,80.0,180.0,400.0,400.0, Almond Croissant, Cheesy Popcorn, Pomegranate Avocado Salad," Caprese Stuffed Portobello Mushrooms - 400kcals per portion, 2 portions, contains dairy
", Veggie Sushi Bowl
8,300.0,80.0,180.0,420.0,410.0, Tofu Scramble Breakfast Burrito, Apple with Cinnamon, Cheesy Garlic Breadsticks," Veggie Shepard's Pie - 420kcals per portion, 2 portions, contains gluten
"," Eggplant Rollatini - 410kcals per portion, 4 portions, contains dairy (Italy)
"
9,250.0,80.0,120.0,150.0,350.0, Vegan Breakfast Sushi, Fruit Salad, Cheese Stuffed Jalapenos, Spinach and cheese stuffed tomatoes," Vegetable curry with basmati rice - 350 calories per portion, 4 portions, contains nuts (India)
"
10,350.0,70.0,90.0,250.0,380.0, Chocolate Banana Smoothie Bowl, Fresh Fruit Salad, Zucchini Pizza Bites, Greek salad," Vegetable Curry with Chickpeas - 380kcals per portion, 4 portions, contains legumes
"
