,breakfast_calories,morning snacks_calories,afternoon snacks_calories,lunch_calories,dinner_calories,breakfast,morning snacks,afternoon snacks,lunch,dinner
1,450.0,160.0,150.0,300.0,350.0, Vegan Breakfast Lassi, Edamame Hummus and Rice Cakes," Zucchini Fritters - 150 kcals per portion, 4 portions, no allergic warnings, origin"," Quinoa Stuffed Bell Peppers
Total calories per portion", Quinoa Stuffed Acorn Squash
2,300.0,150.0,860.0,500.0,400.0, Vegan Breakfast Parfait, Vegan Gingerbread Cookies, Vegan Biryani," Black Bean Quesadillas with Guacamole
Total calories per portion"," Vegan Tamales - 400 calories per portion, 4 portions, None, Mexico
"
3,400.0,120.0,600.0,550.0,246.0, Vegan Breakfast Tamales - 400 calories per portion | 1 portion | Contains gluten | Origin, Toasted Coconut Chips, Vegan Mushroom Risotto," Vegan Mushroom Risotto
Total calories per portion", Black Bean and Corn Salad
4,250.0,180.0,840.0,550.0,300.0, Vegan Chocolate Chia Seed Pudding - 250 calories per portion | 2 portions | None | Origin, Vegan Breakfast Quinoa, Vegan Almond Joy Energy Balls," Vegan Mushroom Risotto
Total calories per portion", Quinoa Stuffed Bell Peppers
5,400.0,150.0,280.0,350.0,500.0, Vegan Breakfast Quesadilla - 400 calories per portion | 1 portion | Contains gluten | Origin, Coconut Chia Pudding, Vegan Greek Salad," Vegan Teriyaki Tofu Stir-Fry
Total calories per portion"," Vegan Lasagna - 500 calories per portion, 4 portions, may contain gluten"
6,300.0,150.0,160.0,200.0,400.0, Vegan Omelette, Roasted Chickpeas, Roasted Chickpeas, Greek Salad with Tofu, Thai Red Curry
7,300.0,180.0,940.0,250.0,400.0, Vegan Chocolate Protein Shake - 300 calories per portion | 1 portion | None | Origin, Vegan Date and Nut Bars, Chickpea Curry with Rice," Vegan Caesar Salad
Total calories per portion"," Japanese Vegan Okonomiyaki (400 calories/portion, 2 portions) - Japan
"
8,400.0,150.0,90.0,350.0,350.0, Vegan Breakfast Nachos - 400 calories per portion | 1 portion | Contains soy | Origin, Vegan Chocolate Mousse," Caprese Skewers with Vegan Mozzarella - 90 kcals per portion, 4 portions, no allergic warnings, origin", Moroccan Chickpea Stew, Mushroom Risotto Stuffed Peppers
9,250.0,180.0,180.0,300.0,180.0, Tofu Scramble - 250 calories per portion | 2 portions | None | Origin, Antipasto Skewers," Vegan Black Bean Brownies - 180 kcals per portion, 4 portions, no allergic warnings, origin"," Vegan Pho
Total calories per portion", Mediterranean Salad
10,50.0,180.0,90.0,300.0,300.0, Vegan Breakfast Stuffed Tomatoes, Vegan Granola Bars," Baked Zucchini Chips - 90 kcals per portion, 4 portions, no allergic warnings, origin", Lentil Stuffed Cabbage Rolls, Vegan Fajitas
11,400.0,180.0,280.0,350.0,246.0, Vegan Spinach and Mushroom Breakfast Wrap - 400 calories per portion | 1 portion | None | Origin, Veggie Sushi Rolls, Baked Tofu Nuggets," Vegan Teriyaki Vegetable Stir-Fry
Total calories per portion", Black Bean and Corn Salad
12,150.0,120.0,120.0,300.0,350.0, Vegan Pancakes, Vegan Energy Balls," Vegan Spinach and Mushroom Frittata - 120 kcals per portion, 4 portions, no allergic warnings, origin", Vegan Korean Bibimbap, Quinoa Stuffed Tomatoes
13,150.0,100.0,320.0,350.0,200.0, Chia Pudding - 150 calories per portion | 1 portion | None | Origin, Fresh Fruit Salad, Vegan Breaded Zucchini Sticks," Vegan Sweet and Sour Tofu
Total calories per portion"," Vegan Tomato Soup - 200 calories per portion, 4 portions, None, Various
"
14,350.0,180.0,100.0,400.0,450.0, Vegan Breakfast Burrito Bowl, Vegan Breakfast Quinoa," Vegan Spinach and Artichoke Dip - 100 kcals per portion, 4 portions, no allergic warnings, origin", Vegan Thai Pineapple Fried Rice with Tofu, Vegan Bibimbap
15,250.0,180.0,160.0,300.0,350.0, Vegan Beetroot and Apple Smoothie - 250 calories per portion | 2 portions | None | Origin, Vegan Cornbread," Vegan Coconut Curry Rice Balls - 160 kcals per portion, 4 portions, no allergic warnings, origin", Lentil Stuffed Cabbage Rolls, Vegan BBQ Sandwich
