,breakfast_calories,morning snacks_calories,afternoon snacks_calories,lunch_calories,dinner_calories,breakfast,morning snacks,afternoon snacks,lunch,dinner
1,300.0,90.0,300.0,100.0,300.0, Vegan Mango Coconut Chia Pudding - 300 calories per portion | 1 portion | None | Origin, Quinoa Energy Bites, Chicken Gyro Wraps, Israeli salad," Vegetable Sushi Rolls - 300 calories/portion, 4 portions, contains soy (Japan)

"
2,500.0,90.0,250.0,20.0,220.0, Turkish Simit, Rice Paper Rolls, Pork Satay with Peanut Sauce, Moroccan Mint Tea, Quinoa and Vegetable Stir Fry
3,250.0,80.0,160.0,20.0,300.0, Veggie Omelette, Fresh Watermelon Slices - Approx," Chickpea Salad Lettuce Wraps - 160 kcals per portion, 4 portions, no allergic warnings, origin", Moroccan Mint Tea," Moroccan Vegetable Lentil Stew (300 calories/portion, 4 portions) - Morocco
"
4,250.0,80.0,200.0,20.0,300.0," Smoothie bowl - 250 calories per portion, 1 portion, may contain nuts, origin", Fresh Squeezed Orange Juice, Hummus and Veggie Wrap, Moroccan Mint Tea," Vegetarian lasagna with garden salad - 300 kcals per portion, 6 portions, vegetarian, contains gluten
"
5,350.0,50.0,160.0,20.0,300.0, Lemon Poppy Seed Pancakes," Fruit Salad - 50kcals per portion, 2 portions
   Origin", Sliced Apples with Peanut Butter, Moroccan Mint Tea," Moroccan Vegan Chickpea Salad (300 calories/portion, 4 portions) - Morocco
"
6,450.0,80.0,230.0,100.0,100.0, Vegan Biscuits and Gravy - 450 calories per portion | 1 portion | Contains gluten | Origin, Cheesy Popcorn, Mediterranean bruschetta, Israeli salad," Japanese Miso Soup with Tofu (100 calories/portion, 4 portions) - Japan
"
7,300.0,90.0,280.0,100.0,200.0, Chia Seed Smoothie, Turkish-style boiled eggs, Mini Vegetable Quiches, Israeli salad," Lentil Spinach Salad - 200 calories per portion, 4 portions, None, Various
"
8,350.0,90.0,80.0,20.0,320.0," Egg and cheese breakfast sandwich - 350 calories per portion, 2 portions, contains gluten and dairy, origin", Turkish-style boiled eggs, Stuffed Dates with Almond Butter, Moroccan Mint Tea, Mediterranean Pasta Salad
9,400.0,50.0,80.0,100.0,250.0, Turkish Pogaca," Fruit Salad - 50kcals per portion, 2 portions
   Origin", Asian Cucumber Salad, Israeli salad," Tomato and Basil Bruschetta - 250 calories per portion, 4 portions, contains gluten (bread), Origin"
10,250.0,80.0,250.0,20.0,300.0, Vegan Breakfast Bruschetta, Energy Balls, Vegetable Samosas, Moroccan Mint Tea, Sweet Potato Black Bean Burrito
11,450.0,80.0,150.0,20.0,250.0, Lemon Poppy Seed Pancakes, Fruit Salad, Quinoa salad with vegetables, Moroccan Mint Tea, Vegan Cabbage Rolls
12,250.0,50.0,210.0,20.0,320.0, Vegan Green Breakfast Bowl - 250 calories per portion | 2 portions | None | Origin," Homemade Fruit Popsicles - 50kcals per portion, 2 portions
    Origin"," Caramelized Onion Tartlet - 210 kcals per portion, 3 portions, contains gluten, dairy (France)", Moroccan Mint Tea, Moroccan Vegetable Tagine
13,300.0,80.0,250.0,20.0,300.0," Zucchini and carrot muffins (300kcals per portion, 2 portions)
", Fresh Squeezed Orange Juice, Baked Samosas, Moroccan Mint Tea," Greek Zucchini Fritters - 300 calories/portion, 4 portions, contains gluten and dairy (Greece)
"
14,500.0,90.0,200.0,20.0,300.0, Cheesy Egg and Bacon Casserole, Stuffed Dates, Baked Sweet Potato Fries, Moroccan Mint Tea," Chickpea Salad Sandwich - 300 calories per portion, 4 portions, Gluten, Various

"
15,200.0,90.0,250.0,20.0,250.0, Vegan French Toast - 200 calories per portion | 2 portions | Contains gluten | Origin, Stuffed Dates," Cheese Puffs - 250 kcals per portion, 2 portions, contains gluten, dairy (France)", Moroccan Mint Tea," Moroccan Chickpea Stew (250 calories/portion, 4 portions) - Morocco
"
16,200.0,50.0,100.0,20.0,250.0, Vegan Oatmeal Raisin Cookies - 200 calories per portion | 2 portions | Contains gluten | Origin, Baked Apple Chips - Approx," Vegan Chocolate Covered Strawberries - 100 kcals per portion, 4 portions, no allergic warnings, origin", Moroccan Mint Tea, Chickpea Salad
17,250.0,80.0,260.0,100.0,250.0, Egg and Cheese Breakfast Taco, Apple with Cinnamon," Stuffed Tomatoes with Couscous - 260 kcals per portion, 2 portions, contains gluten (Mediterranean)", Israeli salad, Mediterranean Couscous Salad
18,450.0,50.0,220.0,100.0,292.0, Vegan Biscuits and Gravy - 450 calories per portion | 1 portion | Contains gluten | Origin," Fruit Salad - 50kcals per portion, 2 portions
   Origin", Mini Chicken Pot Pies, Israeli salad, Lentil Loaf
19,350.0,80.0,90.0,20.0,317.0," Turkish borek with feta and spinach (350kcals per portion, 2 portions, origin", Fruit Salad, Watermelon and Mint Salad, Moroccan Mint Tea, Quinoa Stuffed Bell Peppers
20,320.0,70.0,150.0,20.0,250.0," Yogurt pancakes with mixed berries (320 calories per portion, 2 portions, contains dairy, American origin)
", Fresh Fruit Salad, Caprese Salad Skewers, Moroccan Mint Tea," Thai Vegan Green Papaya Salad (250 calories/portion, 4 portions) - Thailand
"
21,400.0,80.0,200.0,20.0,300.0, Vegan Breakfast Skillet, Apple with Cinnamon, Blueberry oat muffins, Moroccan Mint Tea, Lebanese Hummus with Pita
22,350.0,80.0,250.0,20.0,250.0, Vegan Breakfast Couscous - 350 calories per portion | 1 portion | Contains gluten | Origin, Stuffed Dates, Chicken and vegetable lettuce wraps, Moroccan Mint Tea, Sushi Roll
23,250.0,90.0,180.0,100.0,300.0, Blueberry Oatmeal Breakfast Bars, Quinoa Energy Bites, Baked Teriyaki Tofu Skewers, Israeli salad," Stuffed Bell Peppers with Quinoa and Black Beans - 300 calories/portion, 4 portions, contains gluten (Various)

"
24,300.0,80.0,90.0,100.0,200.0, Acai Bowl, Fruit Salad, Baked sweet potato chips, Israeli salad, Lentil Spinach Soup
25,300.0,90.0,80.0,100.0,300.0, Greek Yogurt Parfait, Rice Paper Rolls," Baked Apple Chips - 80 kcals per portion, 4 portions, no allergic warnings, origin", Israeli salad, Moroccan Vegetable Tagine with Couscous
26,300.0,80.0,300.0,100.0,300.0," Spinach and mushroom frittata (300kcals per portion, 2 portions)
", Hard-Boiled Eggs, Cheese and fruit platter, Israeli salad, Lebanese Hummus with Pita
27,400.0,80.0,100.0,20.0,200.0," Nigerian plantain porridge - 400 calories per portion, 2 portions, no allergic warnings, origin", Fresh Watermelon Slices - Approx, Baked Kale Chips, Moroccan Mint Tea," Chinese Vegan Hot and Sour Soup (200 calories/portion, 4 portions) - China

"
28,350.0,70.0,220.0,20.0,300.0," Avocado toast with poached eggs (350kcals per portion, 2 portions, origin", Fresh Fruit Salad, Baked Mini Samosas with Mint Chutney, Moroccan Mint Tea," Lentil Curry - 300 calories per portion, 4 portions, Gluten (optional), India
"
29,350.0,90.0,200.0,100.0,300.0," Muesli with yogurt and mixed fruits (350kcals per portion, 1 portion)
", Turkish-style boiled eggs, Almond Butter Banana Toast, Israeli salad, Quinoa and Black Bean Salad
