,breakfast_calories,morning snacks_calories,afternoon snacks_calories,lunch_calories,dinner_calories,breakfast,morning snacks,afternoon snacks,lunch,dinner
1,400.0,400.0,300.0,350.0,400.0, Veggie Breakfast Pizza, Veggie Biscuits and Gravy, Irish Soda Bread, Veggie Breakfast Strudel, Nutella Banana Croissant
2,400.0,350.0,350.0,350.0,300.0, Veggie Bagel Sandwich, Blueberry Muffins, Blueberry Muffins, Chocolate Chip Muffins, Pancakes with Maple Syrup
3,350.0,350.0,250.0,350.0,400.0, Veggie Breakfast Strudel, Veggie Breakfast Wrap, Banana Bread, Apple Cinnamon Muffins, Strawberry Banana Pancakes
4,250.0,350.0,400.0,400.0,400.0, Sourdough Toast with Almond Butter, Cranberry Orange Muffins, Almond Croissant, Strawberry Banana Pancakes, Aloo Paratha (Potato Stuffed Flatbread)
5,250.0,450.0,400.0,350.0,250.0, Cucumber Sandwich, Nutella Stuffed French Toast, Veggie Breakfast Burrito, Lemon Poppy Seed Pancakes, Cucumber Sandwich
6,400.0,250.0,250.0,400.0,350.0, Vegetarian Breakfast Strata, Tomato Basil Bruschetta, Ragi (Finger Millet) Pancakes, Nutella Banana Croissant, Veggie Breakfast Wrap
7,350.0,400.0,250.0,300.0,400.0, Mushroom and Spinach Breakfast Quesadilla, Veggie Breakfast Pizza, Sourdough Toast with Almond Butter, Feta and Spinach Muffins, Strawberry Banana Pancakes
8,350.0,350.0,300.0,400.0,300.0, Ricotta Pancakes, Mushroom and Spinach Breakfast Quesadilla, Irish Soda Bread, Mexican Sopes, Pancakes with Maple Syrup
9,400.0,400.0,400.0,400.0,300.0, Vegetarian Breakfast Strata, Mushroom Breakfast Burrito, Veggie Breakfast Burrito, Vegetarian Breakfast Strata, Irish Soda Bread
10,350.0,450.0,250.0,350.0,400.0, Zucchini and Parmesan Muffins, Nutella Stuffed French Toast, Ragi (Finger Millet) Pancakes, Chocolate Chip Muffins, Veggie Bagel Sandwich
11,250.0,400.0,400.0,400.0,350.0, Sourdough Toast with Almond Butter, Strawberry Banana Pancakes, Veggie Biscuits and Gravy, Strawberry Banana Pancakes, Chocolate Chip Muffins
12,350.0,250.0,400.0,350.0,250.0, Apple Cinnamon Muffins, Cucumber Sandwich, Veggie Biscuits and Gravy, Mushroom and Spinach Breakfast Quesadilla, Sourdough Toast with Almond Butter
13,350.0,400.0,350.0,400.0,300.0, Chocolate Chip Muffins, Vegetarian Breakfast Strata, Mushroom and Spinach Breakfast Quesadilla, Vegan Chocolate Waffles, Chia Seed Pancakes
14,350.0,400.0,300.0,350.0,250.0, Vegan Protein Pancakes, Veggie Bagel Sandwich, Banana Oat Pancakes, Mushroom and Spinach Breakfast Quesadilla, Vegan Banana Bread
15,350.0,400.0,250.0,350.0,400.0, Bread Upma, Veggie Breakfast Pizza, Mozzarella and Tomato Bruschetta, Lemon Poppy Seed Pancakes, Vegan Chocolate Waffles
16,300.0,300.0,350.0,400.0,350.0, Feta and Spinach Muffins, Idli and Sambar, Banana Nut Muffins, Veggie Biscuits and Gravy, Banana Walnut Bread
17,400.0,400.0,350.0,400.0,350.0, Veggie Bagel Sandwich, Mexican Sopes, Blueberry Muffins, French Toast, Chocolate Chip Muffins
18,300.0,400.0,400.0,450.0,400.0, Feta and Spinach Muffins, Nutella Banana Croissant, Nutella Banana Croissant, Nutella Stuffed French Toast, Nutella Banana Croissant
19,400.0,300.0,300.0,250.0,350.0, Veggie Breakfast Pizza Rolls, Feta and Spinach Muffins, Vegan Blueberry Muffins, Ragi (Finger Millet) Pancakes, Veggie Breakfast Strudel
20,400.0,350.0,350.0,350.0,300.0, Veggie Bagel Sandwich, Zucchini and Parmesan Muffins, Vegan Protein Pancakes, Veggie Breakfast Strudel, Idli and Sambar
21,350.0,400.0,400.0,400.0,350.0, Bread Upma, Veggie Bagel Sandwich, Veggie Breakfast Pizza Rolls, Veggie Biscuits and Gravy, Mushroom and Spinach Breakfast Quesadilla
22,400.0,350.0,300.0,300.0,400.0, Mexican Sopes, Cranberry Orange Muffins, Pancakes with Maple Syrup, Idli and Sambar, Veggie Breakfast Pizza
23,400.0,300.0,250.0,450.0,300.0, Mexican Sopes, Irish Soda Bread, Sourdough Toast with Almond Butter, Nutella Stuffed French Toast, Feta and Spinach Muffins
24,350.0,300.0,350.0,350.0,400.0, Blueberry Muffins, Pancakes with Maple Syrup, Tomato and Basil Bruschetta Scramble, Banana Nut Muffins, Veggie Bagel Sandwich
25,250.0,250.0,300.0,350.0,400.0, Banana Bread, Cucumber Sandwich, Vegan Blueberry Muffins, Banana Nut Muffins, Veggie Breakfast Pizza Rolls
26,400.0,350.0,350.0,400.0,350.0, Mexican Sopes, Banana Nut Muffins, Veggie Breakfast Strudel, Veggie Breakfast Pizza, Ricotta Pancakes
27,350.0,400.0,300.0,250.0,300.0, Veggie Breakfast Wrap, Mushroom Breakfast Burrito, Banana Pancakes, Tomato Basil Bruschetta, Banana Oat Pancakes
28,300.0,350.0,350.0,350.0,400.0, Feta and Spinach Muffins, Lemon Poppy Seed Pancakes, Chocolate Chip Muffins, Ricotta Pancakes, Aloo Paratha (Potato Stuffed Flatbread)
