,breakfast_calories,morning snacks_calories,afternoon snacks_calories,lunch_calories,dinner_calories,breakfast,morning snacks,afternoon snacks,lunch,dinner
1,300.0,350.0,350.0,400.0,250.0, Irish Soda Bread, Banana Walnut Bread, Banana Chia Pancakes, Veggie Bagel Sandwich, Tomato Basil Bruschetta
2,250.0,300.0,350.0,400.0,300.0, Cucumber Sandwich, Chia Seed Pancakes, Zucchini and Parmesan Muffins, Aloo Paratha (Potato Stuffed Flatbread), Vegan Blueberry Muffins
3,300.0,400.0,350.0,400.0,250.0, Vegan Blueberry Muffins, French Toast, Chocolate Chip Muffins, French Toast, Mozzarella and Tomato Bruschetta
4,350.0,350.0,450.0,250.0,350.0, Chocolate Chip Muffins, Banana Nut Muffins, Nutella Stuffed French Toast, Cucumber Sandwich, Blueberry Muffins
5,250.0,400.0,300.0,350.0,350.0, Sourdough Toast with Almond Butter, Mexican Sopes, Banana Pancakes, Apple Cinnamon Muffins, Banana Nut Muffins
6,300.0,400.0,300.0,400.0,300.0, Feta and Spinach Muffins, Veggie Breakfast Pizza, Banana Pancakes, Strawberry Banana Pancakes, Irish Soda Bread
7,350.0,400.0,400.0,250.0,250.0, Tomato and Basil Bruschetta Scramble, Almond Croissant, Sourdough Biscuits and Mushroom Gravy, Cucumber Sandwich, Cucumber Sandwich
8,400.0,350.0,250.0,300.0,350.0, Mushroom Breakfast Burrito, Tomato and Basil Bruschetta Scramble, Tomato Basil Bruschetta, Pancakes with Maple Syrup, Banana Walnut Bread
9,350.0,350.0,250.0,350.0,250.0, Tomato and Basil Bruschetta Scramble, Vegan Breakfast Burrito, Vegan Banana Bread, Veggie Breakfast Strudel, Cucumber Sandwich
10,400.0,300.0,300.0,350.0,300.0, Almond Croissant, Idli and Sambar, Banana Pancakes, Mushroom and Spinach Breakfast Quesadilla, Feta and Spinach Muffins
11,250.0,300.0,350.0,350.0,350.0, Tomato Basil Bruschetta, Chia Seed Pancakes, Veggie Breakfast Wrap, Blueberry Muffins, Cranberry Orange Muffins
12,400.0,400.0,250.0,300.0,250.0, Almond Croissant, Veggie Biscuits and Gravy, Sourdough Toast with Almond Butter, Vegan Blueberry Muffins, Sourdough Toast with Almond Butter
13,250.0,250.0,400.0,400.0,300.0, Tomato Basil Bruschetta, Sourdough Toast with Almond Butter, Sourdough Biscuits and Mushroom Gravy, Vegan Chocolate Waffles, Feta and Spinach Muffins
14,400.0,400.0,350.0,350.0,250.0, Nutella Banana Croissant, Veggie Breakfast Burrito, Banana Walnut Bread, Zucchini and Parmesan Muffins, Mozzarella and Tomato Bruschetta
15,300.0,350.0,350.0,250.0,250.0, Vegan Blueberry Muffins, Banana Nut Muffins, Ricotta Pancakes, Banana Bread, Banana Bread
16,300.0,250.0,450.0,350.0,250.0, Chia Seed Pancakes, Vegan Banana Bread, Nutella Stuffed French Toast, Ricotta Pancakes, Mozzarella and Tomato Bruschetta
17,400.0,350.0,400.0,400.0,350.0, Sourdough Biscuits and Mushroom Gravy, Banana Walnut Bread, Vegan Chocolate Waffles, Sourdough Biscuits and Mushroom Gravy, Banana Nut Muffins
18,350.0,350.0,400.0,400.0,350.0, Lemon Poppy Seed Pancakes, Tomato and Basil Bruschetta Scramble, Mexican Sopes, Mexican Sopes, Bread Upma
19,450.0,250.0,350.0,350.0,300.0, Nutella Stuffed French Toast, Vegan Banana Bread, Apple Cinnamon Muffins, Vegan Breakfast Burrito, Idli and Sambar
20,300.0,400.0,400.0,400.0,350.0, Idli and Sambar, Veggie Breakfast Pizza Rolls, Mexican Sopes, Veggie Breakfast Pizza Rolls, Vegan Breakfast Burrito
21,350.0,400.0,400.0,350.0,350.0, Veggie Breakfast Wrap, Veggie Bagel Sandwich, French Toast, Tomato and Basil Bruschetta Scramble, Lemon Poppy Seed Pancakes
22,400.0,300.0,350.0,350.0,250.0, Veggie Breakfast Burrito, Banana Oat Pancakes, Blueberry Muffins, Vegan Breakfast Burrito, Banana Bread
23,400.0,350.0,350.0,350.0,250.0, Nutella Banana Croissant, Veggie Breakfast Strudel, Blueberry Muffins, Lemon Poppy Seed Pancakes, Tomato Basil Bruschetta
24,300.0,350.0,250.0,400.0,350.0, Chia Seed Pancakes, Banana Nut Muffins, Cucumber Sandwich, Vegetarian Breakfast Strata, Zucchini and Parmesan Muffins
25,400.0,350.0,350.0,350.0,350.0, Vegan Chocolate Waffles, Ricotta Pancakes, Vegan Breakfast Burrito, Mushroom and Spinach Breakfast Quesadilla, Cranberry Orange Muffins
26,400.0,350.0,400.0,350.0,300.0, Nutella Banana Croissant, Veggie Breakfast Strudel, Vegan Chocolate Waffles, Tomato and Basil Bruschetta Scramble, Pancakes with Maple Syrup
27,400.0,350.0,400.0,250.0,350.0, Strawberry Banana Pancakes, Banana Walnut Bread, Nutella Banana Croissant, Banana Bread, Veggie Breakfast Wrap
28,400.0,250.0,400.0,300.0,300.0, Vegan Chocolate Waffles, Tomato Basil Bruschetta, Aloo Paratha (Potato Stuffed Flatbread), Idli and Sambar, Banana Oat Pancakes
29,250.0,350.0,350.0,350.0,250.0, Tomato Basil Bruschetta, Zucchini and Parmesan Muffins, Vegan Breakfast Tacos, Chocolate Chip Muffins, Sourdough Toast with Almond Butter
30,400.0,350.0,350.0,400.0,300.0, Veggie Breakfast Pizza Rolls, Tomato and Basil Bruschetta Scramble, Banana Nut Muffins, Vegetarian Breakfast Strata, Banana Pancakes
31,300.0,350.0,400.0,450.0,350.0, Banana Oat Pancakes, Apple Cinnamon Muffins, French Toast, Nutella Stuffed French Toast, Banana Walnut Bread
32,350.0,350.0,250.0,350.0,250.0, Banana Chia Pancakes, Lemon Poppy Seed Pancakes, Cucumber Sandwich, Vegan Breakfast Tacos, Ragi (Finger Millet) Pancakes
33,400.0,400.0,250.0,400.0,350.0, Mushroom Breakfast Burrito, Almond Croissant, Ragi (Finger Millet) Pancakes, Strawberry Banana Pancakes, Apple Cinnamon Muffins
34,350.0,300.0,300.0,350.0,350.0, Vegan Breakfast Burrito, Pancakes with Maple Syrup, Vegan Blueberry Muffins, Cranberry Orange Muffins, Ricotta Pancakes
35,300.0,400.0,400.0,400.0,350.0, Irish Soda Bread, Veggie Breakfast Pizza Rolls, Vegan Chocolate Waffles, Mushroom Breakfast Burrito, Vegan Breakfast Burrito
36,350.0,350.0,350.0,300.0,250.0, Blueberry Muffins, Veggie Breakfast Wrap, Vegan Breakfast Burrito, Pancakes with Maple Syrup, Vegan Banana Bread
37,250.0,300.0,400.0,350.0,300.0, Sourdough Toast with Almond Butter, Feta and Spinach Muffins, Veggie Sausage Breakfast Sandwich, Mushroom and Spinach Breakfast Quesadilla, Banana Oat Pancakes
38,300.0,250.0,350.0,400.0,350.0, Banana Oat Pancakes, Tomato Basil Bruschetta, Apple Cinnamon Muffins, Nutella Banana Croissant, Vegan Protein Pancakes
39,300.0,300.0,400.0,350.0,350.0, Feta and Spinach Muffins, Vegan Blueberry Muffins, Veggie Breakfast Pizza Rolls, Veggie Breakfast Strudel, Chocolate Chip Muffins
40,350.0,350.0,300.0,400.0,350.0, Vegan Protein Pancakes, Chocolate Chip Muffins, Feta and Spinach Muffins, Veggie Breakfast Burrito, Zucchini and Parmesan Muffins
