,breakfast_calories,morning snacks_calories,afternoon snacks_calories,lunch_calories,dinner_calories,breakfast,morning snacks,afternoon snacks,lunch,dinner
1,350.0,100.0,100.0,20.0,350.0, Blueberry Muffins, Greek Salad Skewers, Cucumber and Watermelon Salad, Moroccan Mint Tea," Veggie Pho - 350 calories/portion, 4 portions, Origin"
2,200.0,110.0,200.0,20.0,200.0, Vegan Chocolate Chia Pudding - 200 calories per portion | 2 portions | None | Origin, Moroccan-style boiled eggs, Baked Falafel, Moroccan Mint Tea," Ratatouille Stuffed Zucchini - 200 calories/portion, 4 portions, Origin"
3,320.0,100.0,220.0,20.0,400.0," Tomato and mozzarella bruschetta (320 calories per portion, 2 portions, contains dairy, Italian origin)
", Cucumber Rolls with Cream Cheese, Chicken Satay Lettuce Wraps, Moroccan Mint Tea, Vegan Lasagna
4,400.0,80.0,80.0,20.0,350.0, Almond Croissant, Apple with Cinnamon, Gazpacho, Moroccan Mint Tea, Lentil and Vegetable Curry with Coconut Milk
5,350.0,120.0,100.0,20.0,300.0," Vegetarian breakfast quiche with broccoli and feta (350 calories per portion, 2 portions, contains dairy, American origin)
", Roasted Brussels Sprouts," Roasted Garlic Hummus with Veggie Sticks - 100 kcals per portion, 4 portions, no allergic warnings, origin", Moroccan Mint Tea, Couscous Salad
6,400.0,50.0,150.0,20.0,250.0, Vegetarian Breakfast Strata," Fruit Salad - 50kcals per portion, 2 portions
   Origin", Beet and Goat Cheese Salad, Moroccan Mint Tea, Lentil Loaf
7,300.0,100.0,250.0,20.0,200.0," Scrambled eggs with spinach and feta cheese (300kcals per portion, 2 portions, dairy allergies, origin", Rice Cake with Hummus and Cucumber, Quinoa Stuffed Bell Peppers, Moroccan Mint Tea," Tofu Stir-Fry - 200 calories per portion, 4 portions, Soy, China
"
8,400.0,120.0,150.0,20.0,320.0, Vegan Breakfast Hand Pies, Almond Biscotti," Energy Balls (Dates, Nuts, and Coconut)", Moroccan Mint Tea," Spinach and Mushroom Frittata - 320kcals per portion, 4 portions, contains dairy
"
9,350.0,120.0,350.0,20.0,400.0, Veggie Oatmeal Bowl, Cucumber and dill cream cheese rolls, Quinoa salad, Moroccan Mint Tea," Veggie Pad Thai - 400 calories/portion, 4 portions, Origin"
10,250.0,130.0,160.0,20.0,300.0, Vegan Cinnamon Rolls, Almond Butter Stuffed Dates," Mini Bagel Pizzas - 160 kcals per portion, 4 portions, contains gluten, dairy (USA)", Moroccan Mint Tea," Moroccan Couscous with Roasted Vegetables - 300 calories/portion, 4 portions, contains gluten (Morocco)
"
11,300.0,100.0,200.0,20.0,250.0, Greek Yogurt with Berries and Granola, Baked Zucchini Chips - Approx, Mini ham and cheese sandwiches, Moroccan Mint Tea, Tofu and Vegetable Skewers
12,320.0,80.0,280.0,20.0,400.0," Caramelized onion and goat cheese tart (320 calories per portion, 2 portions, contains dairy, French origin)
", Fresh Squeezed Orange Juice," Mujadara - 280 kcals per portion, 3 portions, contains gluten (Lebanon)", Moroccan Mint Tea," Baked Chicken Parmesan - 400 calories per portion, 4 portions, contains gluten (breadcrumbs), Origin"
13,150.0,100.0,140.0,20.0,280.0, Vegan Breakfast Pita Pockets, Quinoa Energy Bites, Cheese Stuffed Jalapenos, Moroccan Mint Tea," Chickpea Salad - 280kcals per portion, 4 portions, gluten-free (Middle East)
"
14,350.0,100.0,180.0,20.0,400.0," French toast with cinnamon and maple syrup (350kcals per portion, 2 portions, origin", Rice Cake with Hummus and Cucumber, Grilled Halloumi Skewers, Moroccan Mint Tea," Burrito Bowl with Grilled Chicken - 400 calories per portion, 4 portions, contains gluten (rice), Origin"
15,350.0,100.0,200.0,20.0,220.0," Banana pecan pancakes (350 calories per portion, 2 portions, contains nuts, American origin)
", Chilled Gazpacho, Mini Pita Pizzas, Moroccan Mint Tea, Lentil and Vegetable Stir Fry
16,300.0,100.0,620.0,20.0,450.0," Nigerian moi moi (bean pudding) - 300 calories per portion, 2 portions, no allergic warnings, origin", Fruit Salad, Bean Burritos, Moroccan Mint Tea, Vegan Bibimbap
17,350.0,100.0,480.0,20.0,350.0, Breakfast Bruschetta, Guacamole Stuffed Cherry Tomatoes, Vegan Cucumber Sushi Rolls, Moroccan Mint Tea, Vegan Bolognese
18,400.0,100.0,150.0,20.0,400.0, Veggie Breakfast Pizza," Mint Yogurt Dip with Vegetable Sticks - 100kcals per portion, 2 portions
    Origin", Ricotta Stuffed Mushrooms, Moroccan Mint Tea," Greek Veggie Burger - 400 calories/portion, 2 portions, Origin"
19,500.0,120.0,120.0,20.0,280.0, Turkish Simit, Vegetable Spring Rolls, Caprese Skewers, Moroccan Mint Tea, Sweet Potato Curry
20,380.0,100.0,80.0,20.0,350.0," Sweet potato and black bean breakfast skillet (380 calories per portion, 2 portions, nut-free, Mexican origin)
", Caprese Skewers, Vegan Peanut Butter Energy Bars, Moroccan Mint Tea, Vegan Butter Chicken
21,250.0,120.0,110.0,20.0,350.0, Veggie Omelette, Toasted Coconut Chips, Vegetable spring rolls, Moroccan Mint Tea, Chickpea Salad Sandwich
22,450.0,90.0,120.0,20.0,200.0," Quiche Lorraine with bacon and cheese (450kcals per portion, 2 portions, pork allergies, origin", Fruit Salad, Greek Yogurt with Berries, Moroccan Mint Tea, Spicy Black Bean Soup
23,250.0,50.0,90.0,20.0,150.0, Middle Eastern Shakshuka, Baked Apple Chips - Approx, Feta and spinach stuffed mushrooms, Moroccan Mint Tea," Lentil Soup - 150 calories per portion, 6 portions, None, Various
"
