,breakfast_calories,morning snacks_calories,afternoon snacks_calories,lunch_calories,dinner_calories,breakfast,morning snacks,afternoon snacks,lunch,dinner
1,350.0,100.0,250.0,20.0,280.0, Vegan Vegetable Frittata - 350 calories per portion | 1 portion | None | Origin, Cucumber Sandwich, Mini vegetable spring rolls, Moroccan Mint Tea, Vegan Tikka Masala
2,150.0,100.0,120.0,20.0,160.0, Vegan Egg Muffins - 150 calories per portion | 2 portions | None | Origin, Mini Frittatas - Approx, Spinach and Ricotta Stuffed Mushrooms, Moroccan Mint Tea," Vegan Tofu Scramble - 160 calories per portion, 1 portion, may contain soy"
3,400.0,80.0,210.0,20.0,200.0," Turkish sesame bagel with cream cheese and olives (400kcals per portion, 1 portion, dairy allergies, origin", Energy Balls," Caramelized Onion Tartlet - 210 kcals per portion, 3 portions, contains gluten, dairy (France)", Moroccan Mint Tea, Greek Salad
4,250.0,70.0,180.0,20.0,300.0, Vegan Cacao Banana Smoothie - 250 calories per portion | 2 portions | None | Origin, Kale chips," Tuna Salad Lettuce Wraps - 180 kcals per portion, 2 portions, contains fish (USA)", Moroccan Mint Tea, Moroccan Vegetable Tagine with Couscous
5,350.0,100.0,220.0,20.0,400.0," South African melktert (milk tart) with cinnamon (350kcals per portion, 2 portions, origin", Energy Balls - Approx, Baked mozzarella sticks, Moroccan Mint Tea," Avocado and black bean tacos with cilantro lime rice (400 calories per portion, 4 portions, vegan-friendly, origin"
6,250.0,100.0,230.0,20.0,260.0, Overnight Chia Oats, Chilled Gazpacho," Baba Ganoush with Pita Bread - 230 kcals per portion, 4 portions, contains gluten (Middle East)", Moroccan Mint Tea," Greek Baked Beans - 260kcals per portion, 4 portions
"
7,350.0,120.0,160.0,20.0,350.0," Egg and cheese breakfast sandwich - 350 calories per portion, 2 portions, contains gluten and dairy, origin", Roasted Chickpeas," Spinach Stuffed Mushrooms - 160 kcals per portion, 3 portions, contains dairy (USA)", Moroccan Mint Tea, Fish Tacos with Lime Crema
8,550.0,50.0,220.0,20.0,400.0, Breakfast Paella," Fruit Salad - 50kcals per portion, 2 portions
   Origin", Vegetarian sushi rolls, Moroccan Mint Tea, Spanish Tortilla (Potato Omelette)
9,350.0,100.0,200.0,20.0,260.0, Vegan Apricot and Almond Granola Bars - 350 calories per portion | 1 portion | Contains nuts | Origin, Chilled Gazpacho Soup - Approx," Quinoa Salad with Roasted Vegetables - 200 kcals per portion, 4 portions, no allergic warnings, origin", Moroccan Mint Tea," Greek Style Lemon Potatoes - 260kcals per portion, 4 portions
"
10,200.0,100.0,150.0,20.0,350.0, Vegan Breakfast Quinoa Salad, Greek Salad Skewers," Mini Vegetable Quiches - 150 kcals per portion, 6 portions, contains dairy (France)", Moroccan Mint Tea," Caprese Pasta Salad - 350 calories/portion, 4 portions, contains gluten (Italy)
"
11,450.0,100.0,100.0,20.0,400.0," Norwegian smoked salmon and cream cheese bagel (450kcals per portion, 1 portion, origin", Baked Zucchini Chips - Approx, Baked Zucchini Fries, Moroccan Mint Tea," Moroccan Vegetable Paella (400 calories/portion, 2 portions) - Morocco
"
12,500.0,100.0,70.0,20.0,250.0," Eggs Benedict with ham and hollandaise sauce (500kcals per portion, 2 portions)
", Watermelon and feta skewers, Grilled shrimp skewers, Moroccan Mint Tea, Sushi Roll
13,300.0,100.0,190.0,20.0,300.0, Vegan Breakfast Parfait, Roasted Edamame, Greek Yogurt with Honey and Nuts, Moroccan Mint Tea, Quinoa Stuffed Mushrooms
14,350.0,120.0,130.0,20.0,400.0, Vegan Breakfast Grits - 350 calories per portion | 1 portion | None | Origin, Carrot Sticks with Hummus," Stuffed Mini Portobello Mushrooms - 130 kcals per portion, 4 portions, no allergic warnings, origin", Moroccan Mint Tea," Veggie Pad Thai - 400 calories/portion, 4 portions, Origin"
15,300.0,100.0,120.0,20.0,350.0, Vegetable Upma, Cucumber Slices with Tzatziki - Approx, Greek Yogurt Dip with Veggies, Moroccan Mint Tea," Cheese and vegetable-stuffed bell peppers - 350 kcals per portion, 4 portions, vegetarian, contains lactose
"
16,320.0,120.0,170.0,20.0,200.0," Baked eggs with spinach and mushrooms (320 calories per portion, 2 portions, nut-free, American origin)
", Melon and Prosciutto Skewers, Mushroom Bruschetta, Moroccan Mint Tea," Tofu and Broccoli Stir-Fry - 200 calories/portion, 4 portions, contains soy (China)
"
17,400.0,100.0,940.0,20.0,430.0," Dutch baby pancake with lemon and powdered sugar (400kcals per portion, 2 portions, origin", Edamame, Chickpea Curry with Rice, Moroccan Mint Tea," Caprese Stuffed Garlic Bread - 430kcals per portion, 2 portions, contains dairy (Italy)
"
18,600.0,100.0,120.0,20.0,400.0, Vegan Breakfast Biscotti, Som Tam (Papaya Salad), Basil pesto pasta salad, Moroccan Mint Tea," Coconut curry noodles - 400 calories per portion, 4 portions, contains gluten
"
19,350.0,100.0,100.0,20.0,350.0, Veggie Breakfast Quinoa, Quinoa Energy Bites, Pita chips with tzatziki dip, Moroccan Mint Tea," Tomato and Basil Pasta - 350 calories/portion, 2 portions, Origin"
20,300.0,120.0,680.0,20.0,350.0, Chia Seed Pancakes, Baked Cheese Twists, Vegan Broccoli Cheddar Soup, Moroccan Mint Tea," Baked salmon with roasted vegetables – 350 calories per portion, 4 portions, contains fish
"
21,300.0,100.0,160.0,20.0,200.0, Egg Salad Sandwich," Rice Cake with Almond Butter - 100kcals per portion, 2 portions
    Origin"," Grilled Portobello Mushroom Burger - 160 kcals per portion, 4 portions, no allergic warnings, origin", Moroccan Mint Tea, Spaghetti Aglio e Olio
22,320.0,120.0,150.0,20.0,400.0," Baked eggs with asparagus and Parmesan (320 calories per portion, 2 portions, contains dairy, Italian origin)
", Cucumber and dill cream cheese rolls, Baked Potato Wedges, Moroccan Mint Tea," Honey Sesame Chicken - 400 calories per portion, 4 portions, contains gluten (soy sauce), Origin"
23,450.0,80.0,210.0,20.0,400.0," Lebanese markouk bread with za'atar and olive oil (450kcals per portion, 2 portions, origin", Fruit Salad," Savory Cheese Bites - 210 kcals per portion, 4 portions, contains gluten, dairy (Various)", Moroccan Mint Tea," Spaghetti Aglio e Olio - 400 calories/portion, 2 portions, Origin"
24,300.0,100.0,180.0,20.0,350.0, Tofu Scramble, Overnight Chia Pudding, Cheesy Garlic Bread, Moroccan Mint Tea," Japanese Vegan Hiyashi Chuka (350 calories/portion, 2 portions) - Japan
"
25,350.0,100.0,660.0,20.0,150.0," Apple cinnamon overnight French toast (350 calories per portion, 2 portions, nut-free, American origin)
", Guacamole Stuffed Cherry Tomatoes, Vegan Pesto Pasta, Moroccan Mint Tea, Veggie Stir-Fry
26,600.0,60.0,250.0,20.0,400.0, Vegan Waffles, Fruit Salad - Approx, Eggplant and feta bruschetta, Moroccan Mint Tea," Eggplant Involtini - 400 calories/portion, 4 portions, Origin"
27,300.0,120.0,200.0,20.0,300.0," Strawberry banana overnight oats (300 calories per portion, 2 portions, nut-free, American origin)
", Cinnamon Sugar Pretzels, Mini Apple Hand Pies, Moroccan Mint Tea," Chinese Sesame Noodles (300 calories/portion, 4 portions) - China
"
28,350.0,120.0,180.0,20.0,250.0, Baked Eggs in Avocado, Banana Smoothie, Greek Stuffed Grape Leaves (Dolmas), Moroccan Mint Tea," Quinoa Stuffed Mushrooms - 250 calories per portion, 4 portions, no allergic warnings, Origin"
29,200.0,130.0,180.0,20.0,350.0," Miso soup with tofu and seaweed (200kcals per portion, 2 portions, soy allergies, Japan)
", Rice cakes with avocado and tomato, Pesto and Tomato Tart, Moroccan Mint Tea," Vegan Cauliflower Fried Rice - 350 calories per portion, 4 portions, None, China
"
30,250.0,100.0,220.0,20.0,380.0, Vegan Breakfast Oats and Berries, Overnight Chia Pudding, Veggie Mediterranean Flatbread, Moroccan Mint Tea," Vegetable Pot Pie - 380kcals per portion, 4 portions
"
31,400.0,90.0,160.0,20.0,400.0," Lebanese fatteh (pita chips soaked in yogurt and topped with nuts) - 400 calories per portion, 2 portions, contains gluten and dairy, origin", Quinoa Energy Bites, Strawberry Parfait, Moroccan Mint Tea," Vegan Gyros - 400 calories per portion, 4 portions, Gluten, Greece
"
32,250.0,120.0,720.0,20.0,400.0, Tropical Green Smoothie, Vegetable Spring Rolls, Vegan Black Bean Quesadillas, Moroccan Mint Tea," Veggie Bibimbap - 400 calories/portion, 4 portions, contains gluten and soy (Korea)
"
33,300.0,90.0,180.0,20.0,220.0, Banana Pancakes, Turkish-style boiled eggs, Shrimp Summer Rolls, Moroccan Mint Tea," Greek Salad - 220kcals per portion, 4 portions, contains dairy
"
34,500.0,100.0,150.0,20.0,400.0, Vegan Breakfast Risotto, Fruit salad, Roasted Chickpeas, Moroccan Mint Tea," Vegetable Pad Thai - 400 calories/portion, 4 portions, contains peanuts (Thailand)
"
35,400.0,80.0,80.0,20.0,400.0, Veggie Breakfast Pizza," Carrot Sticks with Hummus - 80kcals per portion, 2 portions
   Origin", Tomato and cucumber salad, Moroccan Mint Tea," Stuffed bell peppers with ground beef and rice - 400 kcals per portion, 4 portions, contains lactose
"
36,250.0,100.0,180.0,20.0,400.0, Vegan Banana Muffins, Guacamole Stuffed Cherry Tomatoes, Cheesy Garlic Breadsticks, Moroccan Mint Tea," Vegan Nachos - 400 calories per portion, 4 portions, Gluten, Mexico
"
37,380.0,100.0,200.0,20.0,180.0," Israeli-style salad with scrambled eggs (380 calories per portion, 2 portions, nut-free, Israeli origin)
", Chilled Gazpacho, Vegan Thai Papaya Salad, Moroccan Mint Tea," Moroccan Lentil Soup - 180 calories per portion, 6 portions, no allergic warnings, Origin"
38,400.0,100.0,200.0,20.0,200.0, Japanese Souffle Pancakes," Rice Cake with Almond Butter - 100kcals per portion, 2 portions
    Origin"," Vegan Baked Raspberry Oatmeal - 200 kcals per portion, 4 portions, no allergic warnings, origin", Moroccan Mint Tea, Mexican Rice Bowl
39,400.0,80.0,100.0,20.0,300.0, Breakfast Bibimbap, Fruit Salad, Stuffed Mushrooms, Moroccan Mint Tea," Moroccan Lentil Soup (300 calories/portion, 4 portions) - Morocco
"
40,250.0,100.0,180.0,20.0,320.0, Vegan Breakfast Pizza, Tomato Basil Bruschetta," Rice Crispy Treats - 180 kcals per portion, 6 portions, gluten-free (USA)", Moroccan Mint Tea, Roasted Vegetable Pasta
41,350.0,100.0,200.0,20.0,320.0," Cheesy scrambled eggs - 350 calories per portion, 1 portion, contains dairy, origin", Roasted Pumpkin Seeds, Sweet Potato Fries, Moroccan Mint Tea, Thai Noodle Salad
42,150.0,80.0,80.0,20.0,250.0, Vegan Peanut Butter Banana Smoothie, Fresh Squeezed Orange Juice, Fruit Salad, Moroccan Mint Tea, Ratatouille-Stuffed Zucchini
43,250.0,120.0,360.0,20.0,305.0, Middle Eastern Shakshuka, Bell pepper and cream cheese roll-ups, Vegan Turkish Delight, Moroccan Mint Tea, Vegan Pho
44,350.0,100.0,250.0,20.0,220.0, Banana Chia Pancakes," Apple Slices with Caramel Dip - 100kcals per portion, 2 portions
    Origin", Greek Yogurt Parfait, Moroccan Mint Tea, Quinoa and Vegetable Stir Fry
45,400.0,80.0,520.0,20.0,420.0, Vegan Breakfast Skillet, Fruit Salad, Vegan Thai Coconut Curry Soup, Moroccan Mint Tea," Honey garlic chicken with broccoli and brown rice - 420 kcals per portion, 3 portions, contains gluten
"
46,250.0,100.0,180.0,20.0,350.0," Peach and almond smoothie - 250 calories per portion, 1 portion, may contain nuts, origin", Som Tam (Papaya Salad), Cranberry Orange Muffins, Moroccan Mint Tea, Vegan Ramen
