,breakfast_calories,morning snacks_calories,afternoon snacks_calories,lunch_calories,dinner_calories,breakfast,morning snacks,afternoon snacks,lunch,dinner
1,450.0,100.0,180.0,150.0,200.0, Veggie Breakfast Burritos, Baked Apple Chips, Veggie Sausage Rolls, Butternut squash soup," Stuffed grape leaves (Dolmas) - 200 calories per portion, 4 portions, contains nuts (Middle East)
"
2,300.0,100.0,250.0,20.0,100.0," Acai bowl - 300 calories per portion, 1 portion, no allergic warnings, origin", Overnight Chia Pudding, Spinach and artichoke dip with pita chips, Moroccan Mint Tea," Japanese Miso Soup with Tofu (100 calories/portion, 4 portions) - Japan
"
3,350.0,80.0,120.0,120.0,150.0," Afghan bolani (stuffed flatbread) with yogurt sauce - 350 calories per portion, 2 portions, contains gluten and dairy, origin", Hard-Boiled Eggs, Greek tomato and cucumber salad," Greek Salad - 120kcals per portion, 4 portions, lactose-free, Greece
"," Grilled Vegetable Skewers - 150 calories/portion, 4 portions, contains garlic (Various)
"
4,180.0,100.0,220.0,165.0,220.0, Overnight Chia Pudding, Baked Zucchini Chips - Approx, Mango Salsa with Tortilla Chips," Caprese Salad - 165kcals per portion, 4 portions, no allergies, Origin", Lentil and Kale Soup
5,300.0,100.0,200.0,100.0,300.0, Vegan Almond Butter Toast - 300 calories per portion | 1 portion | Contains nuts | Origin, Fruit Smoothie Popsicles - Approx, Cheese and Spinach Puffs, Israeli salad," Ratatouille Stuffed Zucchini - 300 calories per portion, 4 portions, None, France

"
6,400.0,100.0,100.0,150.0,350.0," Russian syrniki (cottage cheese pancakes) with sour cream (400kcals per portion, 2 portions, dairy allergies, origin", Watermelon Fruit Pizza, Thai Fresh Spring Rolls," Greek Salad - 150kcals per portion, 2 portions"," Szechuan Shrimp - 350 calories per portion, 4 portions, contains shellfish, Origin"
7,300.0,100.0,230.0,150.0,200.0, Quinoa Porridge, Roasted Edamame, Nachos with Salsa and Guacamole, Spinach and cheese stuffed tomatoes, Lentil Soup
8,350.0,100.0,230.0,150.0,250.0, Cranberry Orange Muffins, Caprese Skewers, Roasted red pepper hummus with pita chips, Lentil Soup," Black bean and corn salad with lime dressing – 250 calories per portion, 4 portions, vegan-friendly (origin"
9,380.0,100.0,120.0,150.0,350.0," Israeli breakfast salad with hard-boiled eggs (380 calories per portion, 2 portions, nut-free, Israeli origin)
", Watermelon and feta skewers, Veggie Stuffed Mushrooms," Caponata - 150kcals per portion, 4 portions, no allergies, Origin", Tofu Tikka Masala
10,200.0,100.0,400.0,150.0,350.0, Mediterranean Vegetable Omelette, Fruit Salad, Vegan Caesar Salad, Lentil and Vegetable Soup, Mexican Quinoa Stuffed Bell Peppers
11,350.0,100.0,220.0,150.0,300.0, Vegan Tofu Scramble Breakfast Sandwich - 350 calories per portion | 1 portion | Contains soy | Origin, Rice Cake with Hummus and Cucumber, Coconut Shrimp with Sweet Chili Sauce, Tomato Basil Soup," Black Bean Enchiladas - 300 calories/portion, 4 portions, Origin"
12,300.0,100.0,90.0,150.0,300.0, Sweet Potato Hash Browns, Fruit salad," Caprese Skewers - 90 kcals per portion, 6 portions, contains dairy (Italy)", Ratatouille," Greek Salad - 300 calories/portion, 4 portions, Origin"
13,350.0,100.0,640.0,150.0,300.0, Vegan Spinach and Mushroom Quiche - 350 calories per portion | 1 portion | Contains gluten | Origin, Roasted Beetroot Chips, Vegan Baked Falafel Bowl, Spanish Gazpacho, Vegan Quesadillas
14,150.0,100.0,120.0,150.0,300.0, Vegan Breakfast Pita Pockets, Energy Balls - Approx, Caprese Salad Skewers," Cucumber Avocado Salad - 150kcals per portion, 2 portions, nut-free, International
", Veggie Korma
