,breakfast_calories,morning snacks_calories,afternoon snacks_calories,lunch_calories,dinner_calories,breakfast_time,morning snacks_time,afternoon snacks_time,lunch_time,dinner_time,breakfast,morning snacks,afternoon snacks,lunch,dinner,userId
0,0.0,100.0,0.0,250.0,0.0,,8.797911025980865,,12.987733438635326,,N/A, Roasted Pumpkin Seeds,N/A," Greek Salad with Tofu Feta
Total calories per portion",N/A,edwarda6e2
1,0.0,200.0,0.0,250.0,0.0,,10.541191278915402,,13.392925583203636,,N/A, Vegan Energy Muffins,N/A, Lentil Soup,N/A,edwarda6e2
2,0.0,100.0,0.0,410.0,0.0,,10.221420516847214,,12.977447809930773,,N/A, Greek Salad Skewers,N/A," Mexican Stuffed Zucchini - 410kcals per portion, 2 portions, contains gluten
",N/A,edwarda6e2
3,0.0,90.0,0.0,250.0,0.0,,8.521098969990764,,12.33378203166623,,N/A, Stuffed Dates,N/A," Quinoa and Roasted Vegetable Salad - 250kcals per portion, 2 portions, no allergies
",N/A,edwarda6e2
4,0.0,240.0,0.0,220.0,0.0,,11.863012714291685,,14.94880465875276,,N/A, Vegan Pear and Walnut Bread,N/A," Mediterranean Stuffed Peppers - 220kcals per portion, 4 portions, no allergies
",N/A,edwarda6e2
5,0.0,100.0,0.0,180.0,0.0,,11.172758245269227,,11.810694158838237,,N/A, Cucumber and Tomato Salad,N/A, Greek pumpkin and feta salad,N/A,edwarda6e2
6,0.0,250.0,0.0,150.0,0.0,,10.057629576281949,,14.580301049565092,,N/A, Veggie Stuffed Mushrooms,N/A, Tom Yum Soup,N/A,edwarda6e2
7,0.0,180.0,0.0,200.0,0.0,,9.678240158074011,,14.472309286709898,,N/A, Roasted Chickpeas,N/A, Caprese salad,N/A,edwarda6e2
8,0.0,100.0,0.0,150.0,0.0,,10.360709139372236,,13.993699693507523,,N/A, Guacamole Stuffed Cherry Tomatoes,N/A," Caponata - 150kcals per portion, 4 portions, no allergies, Origin",N/A,edwarda6e2
9,0.0,150.0,0.0,190.0,0.0,,10.16097403766617,,13.936525182714739,,N/A, Vegan Protein Bites,N/A," Tomato and Basil Bruschetta - 190kcals per portion, 2 portions, contains gluten (Italy)
",N/A,edwarda6e2
0,350.0,0.0,220.0,120.0,0.0,8.387153362630517,,16.510025162549546,14.708850183948783,," Mediterranean-style omelette with tomatoes and feta (350 calories per portion, 2 portions, contains dairy, Greek origin)
",N/A, Greek tzatziki with pita chips," Greek Salad - 120kcals per portion, 4 portions, lactose-free, Greece
",N/A,brandona57b
1,380.0,0.0,280.0,150.0,0.0,6.643437815545036,,16.177364423494488,12.854805696326158,," Breakfast BLT with avocado (380 calories per portion, 2 portions, contains dairy, American origin)
",N/A, Mini chicken lettuce wraps," Japanese Miso Soup with Tofu - 150 calories
    - Total portions",N/A,brandona57b
2,350.0,0.0,180.0,200.0,0.0,7.982751659874934,,15.34320695266024,12.918842043964505,," Veggie breakfast burrito with black beans (350 calories per portion, 2 portions, nut-free, Mexican origin)
",N/A," Stuffed Grape Leaves - 180 kcals per portion, 5 portions, may contain nuts (Middle East)", Vegetable stir-fry,N/A,brandona57b
3,200.0,0.0,240.0,300.0,0.0,6.542792113398342,,15.758192633043697,12.13252479465449,," Spinach and feta breakfast muffins (200 calories per portion, 2 portions, contains dairy, Greek origin)
",N/A," Matzah with Cream Cheese - 240 kcals per portion, 3 portions, contains dairy (Jewish)"," Baked Tilapia with Lemon and Herbs - 300 calories
    - Total portions",N/A,brandona57b
4,380.0,0.0,80.0,150.0,0.0,6.332209213756796,,15.578628796886115,13.357938611275866,," Cinnamon apple quinoa bake (380 calories per portion, 2 portions, nut-free, American origin)
",N/A," Mini Vegetable Spring Rolls - 80 kcals per portion, 8 portions, contains gluten, soy (China)"," Japanese Miso Soup with Tofu - 150 calories
    - Total portions",N/A,brandona57b
